target_date,generated_at,fixture_id,home_team,away_team,league,forecast_confidence,metric,actual_value,pred_low,pred_mid,pred_high,range_hit,abs_error_mid,direction_error,forecast_warning,source_guard,auto_apply,production_change
2026-05-28,2026-05-28T12:58:02+01:00,1535315,Bolívar,Independ. Rivadavia,CONMEBOL Libertadores,MEDIUM,total_sot,13.00,7.00,10.00,13.00,HIT,3.00,ON_RANGE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535315,Bolívar,Independ. Rivadavia,CONMEBOL Libertadores,MEDIUM,total_shots,29.00,21.00,28.00,34.00,HIT,1.00,ON_RANGE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535315,Bolívar,Independ. Rivadavia,CONMEBOL Libertadores,MEDIUM,total_corners,10.00,6.00,9.00,12.00,HIT,1.00,ON_RANGE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535315,Bolívar,Independ. Rivadavia,CONMEBOL Libertadores,MEDIUM,total_cards,6.00,2.00,5.00,7.00,HIT,1.00,ON_RANGE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535315,Bolívar,Independ. Rivadavia,CONMEBOL Libertadores,MEDIUM,total_fouls,18.00,17.00,23.00,28.00,HIT,5.00,ON_RANGE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535328,Penarol,Santa Fe,CONMEBOL Libertadores,MEDIUM,total_goals,1.00,1.83,2.56,3.30,MISS,1.56,OVER_ESTIMATE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535328,Penarol,Santa Fe,CONMEBOL Libertadores,MEDIUM,total_sot,7.00,6.00,9.00,12.00,HIT,2.00,ON_RANGE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535328,Penarol,Santa Fe,CONMEBOL Libertadores,MEDIUM,total_shots,27.00,18.00,23.00,29.00,HIT,4.00,ON_RANGE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535328,Penarol,Santa Fe,CONMEBOL Libertadores,MEDIUM,total_corners,11.00,4.00,6.00,8.00,MISS,5.00,UNDER_ESTIMATE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535328,Penarol,Santa Fe,CONMEBOL Libertadores,MEDIUM,total_cards,4.00,3.00,6.00,8.00,HIT,2.00,ON_RANGE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535328,Penarol,Santa Fe,CONMEBOL Libertadores,MEDIUM,total_fouls,30.00,20.00,26.00,32.00,HIT,4.00,ON_RANGE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535321,Fluminense,Deportivo La Guaira,CONMEBOL Libertadores,MEDIUM,total_goals,4.00,1.63,2.31,2.99,MISS,1.69,UNDER_ESTIMATE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535321,Fluminense,Deportivo La Guaira,CONMEBOL Libertadores,MEDIUM,total_sot,6.00,6.00,9.00,12.00,HIT,3.00,ON_RANGE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535321,Fluminense,Deportivo La Guaira,CONMEBOL Libertadores,MEDIUM,total_shots,17.00,18.00,23.00,29.00,MISS,6.00,OVER_ESTIMATE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535321,Fluminense,Deportivo La Guaira,CONMEBOL Libertadores,MEDIUM,total_corners,3.00,5.00,8.00,10.00,MISS,5.00,OVER_ESTIMATE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,1535321,Fluminense,Deportivo La Guaira,CONMEBOL Libertadores,MEDIUM,total_fouls,20.00,22.00,28.00,34.00,MISS,8.00,OVER_ESTIMATE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
