shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate
45,WATCHLIST,WATCH,2026-05-09,Spain,Segunda División,1392190,Valladolid,Zaragoza,75.95,70.05,MEDIUM_HIGH,1-0 / 2-0 / 2-1,UNDER_3_5,HOME_DNB,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,10,0,15,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.9113,1.32,0.7575757575757576,0.15372424242424243,0.4658,,,,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 1.07 | visitante 0.60,Market edge primario: prob 0.911 | impl 0.758 | edge +0.154,Bias lado: +0.75 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,15.0,21.0,0.0,1.0,0.875,0.625,0.75,0.875,0.875,1.25,0.5,0.625,0.375,0.125,0.25,0.5,0.375,0.625,0.375,0.375
46,WATCHLIST,WATCH,2026-05-09,Turkey,Süper Lig,1394721,Alanyaspor,Kayserispor,75.93,70.73,MEDIUM_HIGH,2-1 / 1-0 / 2-0,UNDER_3_5,HOME_WIN,PLAYABLE,WATCH,LEAN_PLAY,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,15,0,0,15,GENERIC_BROAD,selection_score >= 73.29,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | selection_score >= 72.44 | selection_score >= 72.56,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.7514,1.42,0.7042253521126761,0.04717464788732384,0.5802,2.6,0.3846153846153846,0.19558461538461547,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 1.70 | visitante 0.83,Market edge primario: prob 0.751 | impl 0.704 | edge +0.047,Bias lado: +1.40 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,12.0,17.0,0.0,1.0,0.875,0.875,1.375,0.75,1.375,1.875,0.625,0.625,0.25,0.25,0.5,0.375,0.75,0.875,0.5,0.5
47,WATCHLIST,WATCH,2026-05-09,Netherlands,Eerste Divisie,1544648,De Graafschap,Almere City FC,75.73,70.73,MEDIUM_HIGH,2-2 / 2-1 / 1-2,OVER_2_5,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,10,0,15,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.802,1.44,0.6944444444444444,0.10755555555555563,0.9278,1.11,0.9009009009009008,0.026899099099099155,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 2.08 | visitante 2.22,Market edge primario: prob 0.802 | impl 0.694 | edge +0.108,Bias lado: -0.29 | tie=nan | hint=OVER_OR_BTTS_CHECK,4.0,5.0,0.5,0.5,1.375,1.875,2.125,2.375,1.5,1.625,0.875,1.0,0.25,0.125,0.625,0.875,0.875,1.0,0.75,1.0
48,WATCHLIST,WATCH,2026-05-09,Scotland,Premiership,1540012,Dundee,Livingston,75.17,69.97,MEDIUM_HIGH,2-2 / 2-1 / 1-2,OVER_1_5,BTTS_YES,PLAYABLE,WATCH,LEAN_PLAY,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,9,0,0,9,GENERIC_BROAD,selection_score >= 73.29,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | odds_num <= 2.57 | selection_score >= 72.44 | selection_score >= 72.56,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.8067,1.28,0.78125,0.025449999999999973,0.61,1.8,0.5555555555555556,0.054444444444444406,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 1.56 | visitante 1.48,Market edge primario: prob 0.807 | impl 0.781 | edge +0.025,Bias lado: +0.43 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,3.0,6.0,0.5,0.0,1.125,1.0,1.375,1.375,1.75,1.5,0.75,0.75,0.125,0.25,0.625,0.625,0.75,0.875,0.75,0.5
49,WATCHLIST,WATCH,2026-05-09,France,Ligue 2,1390012,Laval,Boulogne,75.09,69.39,MEDIUM_HIGH,1-1 / 2-1 / 1-2,UNDER_3_5,OVER_1_5,PLAYABLE,WATCH,LEAN_PLAY,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,15,0,0,15,GENERIC_BROAD,selection_score >= 73.29,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | selection_score >= 72.44 | selection_score >= 72.56,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.7994,1.32,0.7575757575757576,0.04182424242424243,0.6691,1.34,0.7462686567164178,-0.07716865671641782,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.07 | visitante 1.23,Market edge primario: prob 0.799 | impl 0.758 | edge +0.042,Bias lado: -0.26 | tie=nan | hint=OVER_OR_BTTS_CHECK,16.0,13.0,1.0,0.5,1.25,1.125,1.125,1.0,1.5,1.375,0.5,0.5,0.375,0.5,0.375,0.375,0.75,0.375,0.5,0.375
50,WATCHLIST,WATCH,2026-05-09,Turkey,Süper Lig,1394726,Gençlerbirliği S.K.,Kasımpaşa,74.94,69.74,MEDIUM_HIGH,0-1 / 0-2 / 1-2,AWAY_WIN,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,24,10,0,14,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.5996,3.27,0.3058103975535168,0.2937896024464832,0.633,1.44,0.6944444444444444,-0.06144444444444441,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.61 | visitante 1.54,Market edge primario: prob 0.600 | impl 0.306 | edge +0.294,Bias lado: -1.58 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,16.0,13.0,1.0,0.5,0.75,1.5,0.5,1.25,1.375,1.375,0.375,0.875,0.25,0.375,0.125,0.5,0.625,0.75,0.25,0.375
51,WATCHLIST,WATCH,2026-05-09,Spain,La Liga,1391168,Sevilla,Espanyol,74.05,68.35,MEDIUM_HIGH,1-1 / 1-0 / 0-1,UNDER_3_5,OVER_1_5,STRONG,WATCH,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,15,0,0,15,GENERIC_BROAD,selection_score >= 73.29,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | selection_score >= 72.44 | selection_score >= 72.56,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.8607,1.3,0.7692307692307692,0.09146923076923086,0.5885,1.45,0.6896551724137931,-0.10115517241379313,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 0.98 | visitante 1.00,Market edge primario: prob 0.861 | impl 0.769 | edge +0.091,Bias lado: +0.16 | tie=nan | hint=OVER_OR_BTTS_CHECK,17.0,13.0,1.0,0.0,0.875,0.375,0.875,0.5,1.75,1.5,0.625,0.5,0.125,0.25,0.5,0.5,0.75,0.625,0.375,0.375
52,WATCHLIST,WATCH,2026-05-09,Belgium,Jupiler Pro League,1542944,Beerschot VA,Lommel United,73.73,68.03,MEDIUM_HIGH,2-2 / 2-1 / 1-2,OVER_2_5,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,21,10,0,11,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,selection_score >= 73.29 | selection_score >= 73.33 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.7994,1.7,0.5882352941176471,0.21116470588235292,0.9267,1.23,0.8130081300813008,0.11369186991869917,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 2.20 | visitante 2.08,Market edge primario: prob 0.799 | impl 0.588 | edge +0.211,Bias lado: +0.22 | tie=nan | hint=OVER_OR_BTTS_CHECK,,,,,2.125,2.0,2.375,2.125,1.5,1.25,1.0,0.875,0.25,0.125,0.75,0.75,0.875,0.875,0.75,0.875
53,WATCHLIST,WATCH,2026-05-09,England,League One,1544062,Bolton,Bradford,73.51,68.51,MEDIUM_HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,15,0,0,15,GENERIC_BROAD,selection_score >= 73.29,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | selection_score >= 72.44 | selection_score >= 72.56,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.8339,1.32,0.7575757575757576,0.0763242424242424,0.6282,2.0,0.5,0.12819999999999998,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.59 | visitante 1.65,Market edge primario: prob 0.834 | impl 0.758 | edge +0.076,Bias lado: -0.21 | tie=nan | hint=OVER_OR_BTTS_CHECK,5.0,4.0,0.5,1.0,1.125,1.5,1.875,1.25,1.75,1.125,0.75,0.875,0.0,0.125,0.75,0.75,0.875,0.75,0.625,0.5
54,WATCHLIST,WATCH,2026-05-09,England,League One,1544061,Stevenage,Stockport County,73.24,68.24,MEDIUM_HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,23,10,0,13,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.8067,1.42,0.7042253521126761,0.10247464788732386,0.5855,2.36,0.42372881355932207,0.16177118644067795,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.39 | visitante 1.65,Market edge primario: prob 0.807 | impl 0.704 | edge +0.102,Bias lado: -0.35 | tie=nan | hint=OVER_OR_BTTS_CHECK,6.0,3.0,0.5,1.0,1.875,1.375,1.0,1.875,1.0,1.625,0.875,0.875,0.625,0.125,0.375,0.75,0.375,0.875,0.25,0.75
55,WATCHLIST,WATCH,2026-05-09,France,Ligue 2,1389409,Clermont Foot,Guingamp,73.08,67.38,MEDIUM_HIGH,1-1 / 1-0 / 0-1,UNDER_3_5,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,19,10,0,9,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.8213,1.42,0.7042253521126761,0.11707464788732391,0.643,1.27,0.7874015748031495,-0.14440157480314952,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.08 | visitante 1.11,Market edge primario: prob 0.821 | impl 0.704 | edge +0.117,Bias lado: -0.06 | tie=nan | hint=OVER_OR_BTTS_CHECK,14.0,11.0,0.5,0.0,0.75,0.625,1.0,0.875,1.375,1.5,0.625,0.625,0.0,0.125,0.625,0.5,0.625,0.625,0.5,0.375
56,WATCHLIST,WATCH,2026-05-09,Scotland,Premiership,1540013,ST Mirren,Kilmarnock,72.15,66.95,MEDIUM_HIGH,1-2 / 0-1 / 1-1,UNDER_3_5,OVER_1_5,THIN,WATCH,WATCH,WATCH,WATCH,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,1,0,0,1,GENERIC_BROAD,odds_num <= 2.57,odds_num <= 2.57,Non-actionable recommendation matched promoted rule context; no upgrade applied.,0.7274,1.38,0.7246376811594204,0.0027623188405796473,0.7402,1.3,0.7692307692307692,-0.029030769230769193,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.11 | visitante 1.53,Market edge primario: prob 0.727 | impl 0.725 | edge +0.003,Bias lado: -0.77 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,5.0,4.0,0.0,0.5,1.125,1.375,1.0,1.25,1.625,1.5,0.5,0.75,0.125,0.375,0.375,0.375,0.625,0.75,0.375,0.5
57,WATCHLIST,WATCH,2026-05-09,Brazil,Serie A,1492253,Coritiba,Internacional,72.0,66.8,MEDIUM_HIGH,0-1 / 0-2 / 1-2,AWAY_WIN,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,16,10,0,6,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619,Actionable recommendation matched premium promoted-rule evidence.,0.5121,2.7,0.37037037037037035,0.14172962962962965,0.6737,1.42,0.7042253521126761,-0.030525352112676152,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.86 | visitante 1.46,Market edge primario: prob 0.512 | impl 0.370 | edge +0.142,Bias lado: -1.09 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,8.0,12.0,0.0,0.0,0.875,1.875,0.875,1.375,1.375,0.75,0.625,0.875,0.25,0.5,0.5,0.5,0.75,0.75,0.25,0.375
58,WATCHLIST,WATCH,2026-05-09,Brazil,Serie A,1492254,Fluminense,Vitoria,71.02,66.02,MEDIUM_HIGH,1-2 / 0-1 / 1-1,OVER_1_5,AWAY_WIN,PLAYABLE,WATCH,LEAN_PLAY,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,1,0,0,1,GENERIC_BROAD,odds_num <= 2.57,odds_num <= 2.57,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.7772,1.35,0.7407407407407407,0.0364592592592593,0.4834,7.1,0.14084507042253522,0.3425549295774648,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.19 | visitante 1.66,Market edge primario: prob 0.777 | impl 0.741 | edge +0.036,Bias lado: -0.67 | tie=nan | hint=OVER_OR_BTTS_CHECK,3.0,9.0,1.0,0.0,1.0,1.75,1.0,1.75,1.5,1.125,0.625,0.875,0.125,0.375,0.625,0.625,0.875,0.75,0.5,0.625
59,WATCHLIST,WATCH,2026-05-09,USA,Major League Soccer,1490268,CF Montreal,Orlando City SC,71.02,66.02,MEDIUM_HIGH,2-2 / 2-1 / 1-2,OVER_2_5,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,17,10,0,7,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619,Actionable recommendation matched premium promoted-rule evidence.,0.7995,1.55,0.6451612903225806,0.15433870967741936,0.9267,1.18,0.8474576271186441,0.07924237288135583,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 2.18 | visitante 2.10,Market edge primario: prob 0.799 | impl 0.645 | edge +0.154,Bias lado: +0.04 | tie=nan | hint=OVER_OR_BTTS_CHECK,14.0,13.0,0.0,0.0,1.125,1.625,2.0,2.0,1.875,2.25,0.875,0.75,0.25,0.125,0.625,0.625,0.875,0.75,0.875,0.625
60,WATCHLIST,WATCH,2026-05-09,Sweden,Allsvenskan,1494162,Degerfors IF,Mjallby AIF,69.25,65.55,MEDIUM,1-1 / 2-1 / 1-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,7,0,0,7,GENERIC_BROAD,model_edge_abs_num >= 0.0415243,model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,0.8008,1.36,0.7352941176470588,0.06550588235294119,0.5767,2.14,0.4672897196261682,0.10941028037383177,B_ANALIZAR,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.40 | visitante 1.60,Market edge primario: prob 0.801 | impl 0.735 | edge +0.066,Bias lado: -0.40 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,8.0,7.0,0.0,0.0,1.375,1.75,1.375,1.625,1.25,1.375,0.75,0.625,0.125,0.375,0.625,0.375,0.875,0.875,0.625,0.625
61,WATCHLIST,WATCH,2026-05-09,Turkey,Süper Lig,1394723,Beşiktaş,Trabzonspor,68.71,65.21,MEDIUM,1-1 / 2-1 / 1-2,UNDER_3_5,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,17,10,0,7,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619,Actionable recommendation matched premium promoted-rule evidence.,0.7933,1.78,0.5617977528089888,0.2315022471910112,0.676,1.15,0.8695652173913044,-0.1935652173913044,B_ANALIZAR,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.21 | visitante 1.12,Market edge primario: prob 0.793 | impl 0.562 | edge +0.232,Bias lado: -0.03 | tie=nan | hint=OVER_OR_BTTS_CHECK,4.0,3.0,0.5,1.0,1.625,1.625,1.5,1.0,0.875,0.75,0.625,0.875,0.375,0.375,0.375,0.625,0.625,0.625,0.5,0.25
62,WATCHLIST,WATCH,2026-05-09,Sweden,Allsvenskan,1494168,Vasteras SK FK,Gais,68.53,65.03,MEDIUM,2-2 / 2-1 / 1-2,OVER_2_5,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,17,10,0,7,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619,Actionable recommendation matched premium promoted-rule evidence.,0.6619,1.92,0.5208333333333334,0.14106666666666667,0.8542,1.28,0.78125,0.07294999999999996,B_ANALIZAR,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.64 | visitante 1.77,Market edge primario: prob 0.662 | impl 0.521 | edge +0.141,Bias lado: -0.17 | tie=nan | hint=OVER_OR_BTTS_CHECK,11.0,12.0,0.0,0.5,1.5,1.375,1.75,1.5,2.0,1.125,0.875,0.75,0.125,0.375,0.75,0.5,0.875,0.75,0.875,0.625
