date,league,league_id,season,fixture_id,status,home_team,home_team_id,away_team,away_team_id,country,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,home_xg_for,home_xg_against,away_xg_for,away_xg_against,home_sot_for,away_sot_for,home_big_for,away_big_for,home_motivation,away_motivation,home_absences,away_absences,today_pipeline_fetched_at,home_recent_matches,away_recent_matches,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_stats_season_used,away_stats_season_used,data_enrichment_level,home_rank,home_points,home_goals_diff,home_played,home_table_goals_for,home_table_goals_against,home_urgency_score,away_rank,away_points,away_goals_diff,away_played,away_table_goals_for,away_table_goals_against,away_urgency_score,league_team_count,standings_context_updated_at,odds_1_home_v3,odds_1_draw_v3,odds_1_away_v3,odds_btts_yes_v3,odds_btts_no_v3,odds_over_1_5_v3,odds_under_1_5_v3,odds_over_2_5_v3,odds_under_2_5_v3,odds_over_3_5_v3,odds_under_3_5_v3,odds_dc_1x_v3,odds_dc_x2_v3,odds_dc_12_v3,odds_home_dnb_v3,odds_away_dnb_v3,odds_bookmakers_count_v3,odds_market_count_v3,odds_values_count_v3,imp_1_home,imp_1_draw,imp_1_away,imp_btts_yes,imp_btts_no,imp_over_1_5,imp_under_1_5,imp_over_2_5,imp_under_2_5,imp_over_3_5,imp_under_3_5,imp_dc_1x,imp_dc_x2,imp_dc_12,imp_home_dnb,imp_away_dnb,odds_context_v3_updated_at,odds_context_v3_status,league_tier,league_tier_rank,league_filter_reason
2026-05-09,La Liga,140,2025,1391160,NS,Atletico Madrid,530,Celta Vigo,538,Spain,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729402+00:00,8.0,8.0,1.0,0.75,1.5,1.375,1.625,2.375,0.875,0.625,0.125,0.0,0.75,0.625,0.875,0.875,0.625,0.875,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,4.0,63.0,21.0,34.0,58.0,37.0,0.5,6.0,47.0,4.0,34.0,48.0,44.0,0.0,20.0,2026-05-09T12:18:27.948103+00:00,2.22,3.6,3.52,1.62,2.38,1.26,4.5,1.76,2.26,2.85,1.5,,,,,,13.0,184.0,6232.0,0.4505,0.2778,0.2841,0.6173,0.4202,0.7937,0.2222,0.5682,0.4425,0.3509,0.6667,,,,,,2026-05-09T12:18:29.277709+00:00,OK,TIER_1,1,spain_la_liga
2026-05-09,La Liga,140,2025,1391166,NS,Real Sociedad,548,Real Betis,543,Spain,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.730025+00:00,8.0,8.0,1.125,1.25,1.75,1.5,1.75,1.375,0.75,0.875,0.125,0.25,0.625,0.75,0.75,0.875,0.625,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,9.0,43.0,-1.0,34.0,52.0,53.0,0.0,5.0,53.0,11.0,34.0,52.0,41.0,0.5,20.0,2026-05-09T12:18:27.949501+00:00,2.71,3.72,2.65,1.55,2.5,1.21,5.0,1.71,2.33,2.7,1.53,,,,,,13.0,171.0,6115.0,0.369,0.2688,0.3774,0.6452,0.4,0.8264,0.2,0.5848,0.4292,0.3704,0.6536,,,,,,2026-05-09T12:18:29.286824+00:00,OK,TIER_1,1,spain_la_liga
2026-05-09,La Liga,140,2025,1391168,NS,Sevilla,536,Espanyol,540,Spain,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727936+00:00,8.0,8.0,0.875,0.375,0.875,0.5,1.75,1.5,0.625,0.5,0.125,0.25,0.5,0.5,0.75,0.625,0.375,0.375,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,17.0,37.0,-14.0,34.0,41.0,55.0,1.0,13.0,39.0,-14.0,34.0,37.0,51.0,0.0,20.0,2026-05-09T12:18:27.950897+00:00,2.18,3.35,3.92,2.0,1.85,1.45,3.1,2.4,1.67,4.4,1.3,,,,,,13.0,182.0,5878.0,0.4587,0.2985,0.2551,0.5,0.5405,0.6897,0.3226,0.4167,0.5988,0.2273,0.7692,,,,,,2026-05-09T12:18:29.293903+00:00,OK,TIER_1,1,spain_la_liga
2026-05-09,Ligue 2,62,2025,1390011,NS,Annecy,3012,Rodez,1301,France,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729709+00:00,8.0,8.0,1.625,2.25,1.75,1.5,1.5,0.875,0.625,0.875,0.25,0.25,0.5,0.75,0.75,0.75,0.75,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,7.0,52.0,11.0,33.0,48.0,37.0,0.0,5.0,55.0,5.0,33.0,43.0,38.0,0.5,18.0,2026-05-09T12:18:27.952246+00:00,2.24,3.6,3.2,1.65,2.25,1.28,4.33,1.85,2.1,3.05,1.44,,,,,,13.0,112.0,2932.0,0.4464,0.2778,0.3125,0.6061,0.4444,0.7812,0.2309,0.5405,0.4762,0.3279,0.6944,,,,,,2026-05-09T12:18:29.301931+00:00,OK,TIER_1,1,france_ligue_2
2026-05-09,Ligue 2,62,2025,1390013,NS,Bastia,1305,Le Mans,1298,France,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729715+00:00,8.0,8.0,1.25,2.25,1.375,2.25,1.25,0.875,0.875,0.875,0.25,0.5,0.625,0.5,0.75,0.75,0.25,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,17.0,28.0,-14.0,33.0,23.0,37.0,1.0,2.0,59.0,17.0,33.0,48.0,31.0,1.0,18.0,2026-05-09T12:18:27.953622+00:00,3.2,3.5,2.27,1.83,2.1,1.33,3.54,2.02,1.94,3.55,1.34,,,,,,13.0,111.0,2879.0,0.3125,0.2857,0.4405,0.5464,0.4762,0.7519,0.2825,0.495,0.5155,0.2817,0.7463,,,,,,2026-05-09T12:18:29.309783+00:00,OK,TIER_1,1,france_ligue_2
2026-05-09,Ligue 2,62,2025,1389409,NS,Clermont Foot,99,Guingamp,90,France,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729702+00:00,8.0,8.0,0.75,0.625,1.0,0.875,1.375,1.5,0.625,0.625,0.0,0.125,0.625,0.5,0.625,0.625,0.5,0.375,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,14.0,34.0,-7.0,33.0,37.0,44.0,0.5,11.0,40.0,-6.0,33.0,42.0,48.0,0.0,18.0,2026-05-09T12:18:27.954998+00:00,3.0,3.7,2.47,1.65,2.3,1.27,4.11,1.82,2.11,3.0,1.42,,,,,,13.0,112.0,2989.0,0.3333,0.2703,0.4049,0.6061,0.4348,0.7874,0.2433,0.5495,0.4739,0.3333,0.7042,,,,,,2026-05-09T12:18:29.316337+00:00,OK,TIER_1,1,france_ligue_2
2026-05-09,Ligue 2,62,2025,1390014,NS,Grenoble,101,Estac Troyes,110,France,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729718+00:00,8.0,8.0,0.875,2.375,1.0,2.5,1.25,0.875,0.75,1.0,0.25,0.375,0.625,0.625,0.625,0.875,0.375,0.875,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,12.0,36.0,-7.0,33.0,32.0,39.0,0.0,1.0,67.0,28.0,33.0,60.0,32.0,1.0,18.0,2026-05-09T12:18:27.957119+00:00,4.75,4.2,1.71,1.62,2.3,1.21,5.0,1.65,2.38,2.57,1.56,,,,,,13.0,112.0,2966.0,0.2105,0.2381,0.5848,0.6173,0.4348,0.8264,0.2,0.6061,0.4202,0.3891,0.641,,,,,,2026-05-09T12:18:29.321922+00:00,OK,TIER_1,1,france_ligue_2
2026-05-09,Ligue 2,62,2025,1390012,NS,Laval,433,Boulogne,1299,France,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729712+00:00,8.0,8.0,1.25,1.125,1.125,1.0,1.5,1.375,0.5,0.5,0.375,0.5,0.375,0.375,0.75,0.375,0.5,0.375,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,16.0,29.0,-19.0,33.0,28.0,47.0,1.0,13.0,36.0,-14.0,33.0,33.0,47.0,0.5,18.0,2026-05-09T12:18:27.958370+00:00,1.78,3.74,5.2,2.02,1.91,1.34,3.5,2.07,1.87,3.75,1.32,,,,,,13.0,111.0,2943.0,0.5618,0.2674,0.1923,0.495,0.5236,0.7463,0.2857,0.4831,0.5348,0.2667,0.7576,,,,,,2026-05-09T12:18:29.331002+00:00,OK,TIER_1,1,france_ligue_2
2026-05-09,Ligue 2,62,2025,1389408,NS,Nancy,102,Dunkerque,1304,France,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729699+00:00,8.0,8.0,0.875,0.625,1.25,1.25,2.125,1.875,0.75,0.625,0.125,0.0,0.75,0.625,0.875,0.75,0.625,0.375,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,15.0,34.0,-18.0,33.0,32.0,50.0,1.0,10.0,43.0,9.0,33.0,51.0,42.0,0.0,18.0,2026-05-09T12:18:27.959652+00:00,2.65,3.5,2.67,1.6,2.35,1.25,4.33,1.78,2.14,2.9,1.45,,,,,,13.0,112.0,3002.0,0.3774,0.2857,0.3745,0.625,0.4255,0.8,0.2309,0.5618,0.4673,0.3448,0.6897,,,,,,2026-05-09T12:18:29.337641+00:00,OK,TIER_1,1,france_ligue_2
2026-05-09,Ligue 2,62,2025,1389406,NS,RED Star FC 93,104,Montpellier,82,France,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729692+00:00,8.0,8.0,2.0,1.875,1.75,1.5,1.375,0.625,0.75,0.75,0.375,0.625,0.5,0.375,0.625,0.75,0.5,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,4.0,57.0,8.0,33.0,44.0,36.0,0.5,8.0,50.0,10.0,33.0,40.0,30.0,0.0,18.0,2026-05-09T12:18:27.960855+00:00,1.78,3.85,4.71,1.71,2.15,1.25,4.33,1.82,2.14,3.05,1.45,,,,,,12.0,112.0,2694.0,0.5618,0.2597,0.2123,0.5848,0.4651,0.8,0.2309,0.5495,0.4673,0.3279,0.6897,,,,,,2026-05-09T12:18:29.342937+00:00,OK,TIER_1,1,france_ligue_2
2026-05-09,Ligue 2,62,2025,1389410,NS,Reims,93,PAU,1297,France,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729706+00:00,8.0,8.0,1.375,1.375,1.375,1.0,1.125,1.875,0.875,0.75,0.25,0.375,0.75,0.5,0.875,0.625,0.375,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,6.0,53.0,16.0,33.0,48.0,32.0,0.0,9.0,45.0,-12.0,33.0,45.0,57.0,0.0,18.0,2026-05-09T12:18:27.962253+00:00,1.36,5.58,9.0,1.78,2.05,1.17,6.0,1.52,2.88,2.28,1.69,,,,,,13.0,111.0,2913.0,0.7353,0.1792,0.1111,0.5618,0.4878,0.8547,0.1667,0.6579,0.3472,0.4386,0.5917,,,,,,2026-05-09T12:18:29.350600+00:00,OK,TIER_1,1,france_ligue_2
2026-05-09,Ligue 2,62,2025,1389407,NS,Saint Etienne,1063,Amiens,87,France,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729696+00:00,8.0,8.0,1.375,0.125,1.25,1.125,1.125,2.375,0.625,0.625,0.375,0.0,0.375,0.625,0.875,0.75,0.5,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,3.0,57.0,16.0,33.0,54.0,38.0,1.0,18.0,24.0,-23.0,33.0,37.0,60.0,1.0,18.0,2026-05-09T12:18:27.963906+00:00,1.16,9.15,18.0,2.05,1.91,1.12,7.5,1.39,3.4,1.99,2.02,,,,,,13.0,110.0,3091.0,0.8621,0.1093,0.0556,0.4878,0.5236,0.8929,0.1333,0.7194,0.2941,0.5025,0.495,,,,,,2026-05-09T12:18:29.356305+00:00,OK,TIER_1,1,france_ligue_2
2026-05-09,Premier League,39,2025,1379319,NS,Brighton,51,Wolves,39,England,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727512+00:00,8.0,8.0,2.0,1.0,1.625,1.0,1.0,1.875,0.875,0.625,0.375,0.125,0.5,0.5,0.75,0.875,0.625,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,8.0,50.0,7.0,35.0,49.0,42.0,0.0,20.0,18.0,-38.0,35.0,25.0,63.0,1.0,20.0,2026-05-09T12:18:27.965122+00:00,1.29,6.65,12.5,1.95,1.87,1.17,6.0,1.52,2.7,2.32,1.71,,,,,,13.0,183.0,5817.0,0.7752,0.1504,0.08,0.5128,0.5348,0.8547,0.1667,0.6579,0.3704,0.431,0.5848,,,,,,2026-05-09T12:18:29.364816+00:00,OK,TIER_1,1,england_premier_league
2026-05-09,Premier League,39,2025,1379322,NS,Fulham,36,Bournemouth,35,England,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727515+00:00,8.0,8.0,1.0,1.75,0.5,1.5,1.0,0.875,0.25,0.75,0.375,0.375,0.125,0.625,0.375,0.75,0.25,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,11.0,48.0,-5.0,35.0,44.0,49.0,0.0,6.0,52.0,3.0,35.0,55.0,52.0,0.0,20.0,2026-05-09T12:18:27.966423+00:00,2.75,3.76,2.61,1.5,2.6,1.2,5.25,1.65,2.44,2.47,1.58,,,,,,13.0,184.0,5836.0,0.3636,0.266,0.3831,0.6667,0.3846,0.8333,0.1905,0.6061,0.4098,0.4049,0.6329,,,,,,2026-05-09T12:18:29.373365+00:00,OK,TIER_1,1,england_premier_league
2026-05-09,Premier League,39,2025,1379324,NS,Manchester City,50,Brentford,55,England,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729388+00:00,8.0,8.0,2.375,1.125,2.25,1.25,0.875,1.0,1.0,0.625,0.5,0.5,0.5,0.5,0.875,0.625,0.75,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,2.0,71.0,37.0,34.0,69.0,32.0,1.0,7.0,51.0,6.0,35.0,52.0,46.0,0.0,20.0,2026-05-09T12:18:27.967627+00:00,1.42,5.7,8.0,1.62,2.4,1.13,7.5,1.41,3.2,2.08,1.92,,,,,,13.0,185.0,5907.0,0.7042,0.1754,0.125,0.6173,0.4167,0.885,0.1333,0.7092,0.3125,0.4808,0.5208,,,,,,2026-05-09T12:18:29.383071+00:00,OK,TIER_1,1,england_premier_league
