target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,fixture_status,candidate_signal_score,candidate_signal_band,market_signal_summary,promotion_input_status,promotion_permission,adapter_status,adapter_reason,allowed_downstream_use,promotion_candidate_type,pick_permission,stake_permission,source_guard,auto_apply,production_change
2026-06-16,2026-06-16T19:20:03+01:00,1538395,Bolívar,Guabirá,Primera División,Bolivia,2026-06-15T23:00:00+00:00,PST,93,HIGH_SIGNAL_REVIEW,prediction_winner=Bolívar | pred_total_home_away=62.8/37.2 | 1x2=1.18/6.20/10.25 | ou2.5=2.25/1.57,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1541093,Bahardar,Welayta Dicha,Premier League,Ethiopia,2026-06-16T13:00:00+00:00,FT,74,MEDIUM_SIGNAL_REVIEW,prediction_winner=Bahardar | pred_total_home_away=59.8/40.2 | 1x2=2.85/2.40/2.85,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1515859,BFC Daugavpils,Super Nova,Virsliga,Latvia,2026-06-16T15:00:00+00:00,FT,75,HIGH_SIGNAL_REVIEW,prediction_winner=Super Nova | pred_total_home_away=43.2/56.8 | 1x2=1.70/3.50/4.33 | ou2.5=1.85/1.85,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1477245,Azam,Mashujaa,Ligi kuu Bara,Tanzania,2026-06-16T16:00:00+00:00,FT,100,HIGH_SIGNAL_REVIEW,prediction_winner=Azam | pred_total_home_away=79.0/21.0 | 1x2=1.17/5.50/12.00 | ou2.5=1.50/2.25,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1509143,Dila,Spaeri,Erovnuli Liga,Georgia,2026-06-16T16:00:00+00:00,FT,68,MEDIUM_SIGNAL_REVIEW,prediction_winner=Dila | pred_total_home_away=45.6/54.6 | 1x2=1.85/3.30/3.65 | ou2.5=1.77/1.83,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1513569,Vaprus,Flora Tallinn,Meistriliiga,Estonia,2026-06-16T16:00:00+00:00,FT,100,HIGH_SIGNAL_REVIEW,prediction_winner=Flora Tallinn | pred_total_home_away=27.2/72.8 | 1x2=6.40/4.60/1.36 | ou2.5=1.53/2.40,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1513570,Kuressaare,Trans Narva,Meistriliiga,Estonia,2026-06-16T16:00:00+00:00,FT,100,HIGH_SIGNAL_REVIEW,prediction_winner=Kuressaare | pred_total_home_away=68.0/32.0 | 1x2=2.35/3.45/2.60 | ou2.5=1.70/2.05,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1515860,Grobiņa,FK Liepaja,Virsliga,Latvia,2026-06-16T16:00:00+00:00,FT,100,HIGH_SIGNAL_REVIEW,prediction_winner=FK Liepaja | pred_total_home_away=31.0/69.0 | 1x2=3.85/3.50/1.80 | ou2.5=1.85/1.85,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1531385,Greater Tomorrow,BST Galaxy,GFA League,Gambia,2026-06-16T16:30:00+00:00,2H,72,MEDIUM_SIGNAL_REVIEW,prediction_winner=Greater Tomorrow | pred_total_home_away=59.2/41.0 | 1x2=2.40/2.80/2.90,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1531389,Steve Biko,Falcons,GFA League,Gambia,2026-06-16T16:30:00+00:00,2H,90,HIGH_SIGNAL_REVIEW,prediction_winner=Steve Biko | pred_total_home_away=66.5/33.5 | 1x2=2.30/2.75/3.20,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1531390,TMT,Hawks,GFA League,Gambia,2026-06-16T16:30:00+00:00,2H,66,MEDIUM_SIGNAL_REVIEW,prediction_winner=Hawks | pred_total_home_away=43.0/57.0 | 1x2=2.75/2.80/2.50,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1497608,IFK Varnamo,Helsingborg,Superettan,Sweden,2026-06-16T17:00:00+00:00,2H,56,MEDIUM_SIGNAL_REVIEW,prediction_winner=IFK Varnamo | pred_total_home_away=49.6/50.6 | 1x2=2.15/3.60/3.00 | ou2.5=1.65/2.25,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1538391,Always Ready,Universitario de Vinto,Primera División,Bolivia,2026-06-16T19:00:00+00:00,PST,94,HIGH_SIGNAL_REVIEW,prediction_winner=Always Ready | pred_total_home_away=63.2/36.8 | 1x2=1.20/5.80/10.60 | ou2.5=2.30/1.55,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1508778,IA Akranes,Valur Reykjavik,Úrvalsdeild,Iceland,2026-06-16T19:15:00+00:00,NS,63,MEDIUM_SIGNAL_REVIEW,prediction_winner=Valur Reykjavik | pred_total_home_away=47.2/53.0 | 1x2=2.10/3.85/2.75 | ou2.5=1.33/3.10,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1508781,Stjarnan,Breidablik,Úrvalsdeild,Iceland,2026-06-16T19:15:00+00:00,NS,100,HIGH_SIGNAL_REVIEW,prediction_winner=Breidablik | pred_total_home_away=34.5/65.5 | 1x2=3.10/4.20/1.85 | ou2.5=2.45/1.48,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1508783,Vikingur Reykjavik,KR Reykjavik,Úrvalsdeild,Iceland,2026-06-16T19:15:00+00:00,NS,100,HIGH_SIGNAL_REVIEW,prediction_winner=Vikingur Reykjavik | pred_total_home_away=72.3/27.8 | 1x2=1.44/4.80/5.00 | ou2.5=2.25/1.57,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1547577,FK Zalgiris Vilnius,Panevėžys,A Lyga,Lithuania,2026-06-16T16:30:00+00:00,2H,88,HIGH_SIGNAL_REVIEW,prediction_winner=FK Zalgiris Vilnius | pred_total_home_away=61.0/39.0 | 1x2=1.48/4.00/5.60 | ou2.5=1.62/2.20,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1531387,Medina United,Dutch Lions,GFA League,Gambia,2026-06-17T16:30:00+00:00,NS,69,MEDIUM_SIGNAL_REVIEW,prediction_winner=Medina United | pred_total_home_away=64.8/35.2,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,1531388,Samger,Bombada,GFA League,Gambia,2026-06-17T16:30:00+00:00,NS,66,MEDIUM_SIGNAL_REVIEW,prediction_winner=Bombada | pred_total_home_away=36.2/63.8,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
