date,country,league,league_tier,fixture_id,home_team,away_team,status,vsigma_pre_score,vsigma_priority,market_family_hint,data_warning,league_quality_score,data_quality_score,standings_context_score,attack_environment_score,recent_stats_process_score,team_edge_score,team_edge_raw,league_coverage_class,league_data_reliability_score,league_coverage_rich_flag,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_stats_reliability_multiplier,league_coverage_uncertainty_penalty,league_coverage_source_status,league_coverage_note,home_goal_path_score,away_goal_path_score,home_injuries_count,away_injuries_count,home_injuries_available_flag,away_injuries_available_flag,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_absences,away_absences,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,home_rank,away_rank,home_points,away_points,home_goals_diff,away_goals_diff,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_matches,away_recent_matches,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,recent_stats_quality_flag,data_enrichment_level
2026-05-12,Switzerland,Super League,TIER_2,1538477,Grasshoppers,FC Winterthur,NS,72.65,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,23,28.0,1.89,16.35,3.0,3.41,-3.1,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,13.3,19.41,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,268.71,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,5.0,6.0,27.0,23.0,-29.0,-52.0,0.0,0.0,0.375,0.75,0.75,1.25,2.875,2.0,0.5,0.75,0.125,0.0,0.375,0.75,1.0,1.0,0.625,0.5,8.0,8.0,4.0,5.0,0.8,1.0,9.5,12.2,14.0,15.8,2.5,4.6,3.75,6.8,39.25,51.8,2.75,5.2,3.75,3.2,12.25,10.2,2.0,2.2,1.5,1.5,2.75,2.4,PARTIAL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-12,Scotland,Premiership,TIER_2,1540016,Kilmarnock,Dundee,NS,72.52,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,OK_FULL_STATS,23,28.0,4.07,16.94,3.58,0.51,-0.46,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,16.47,14.85,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,283.71,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,4.0,3.0,34.0,39.0,-23.0,-18.0,0.5,0.5,1.375,1.125,1.25,1.375,1.5,1.75,0.75,0.75,0.375,0.125,0.375,0.625,0.75,0.75,0.5,0.75,8.0,8.0,5.0,5.0,1.0,1.0,12.6,8.8,10.4,14.8,4.0,3.8,3.8,5.6,48.2,45.2,5.0,3.8,4.6,4.0,16.4,8.2,2.2,1.0,1.8,0.667,4.2,2.8,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-12,France,Ligue 1,TIER_1,1544684,RED Star FC 93,Rodez,NS,71.72,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,OK_FULL_STATS,30,22.67,0.0,17.54,3.8,1.61,-1.46,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,16.2,16.33,6.0,6.0,1.0,1.0,FULL,FULL,5.2,4.8,HIGH,HIGH,FULL,10.0,0.0,0.1,6.0,6.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,268.71,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,,,,,,,,,2.0,2.25,1.75,1.5,1.375,0.875,0.75,0.875,0.375,0.25,0.5,0.75,0.625,0.75,0.5,0.5,8.0,8.0,5.0,5.0,1.0,1.0,14.6,13.8,10.4,10.6,6.2,4.2,5.2,4.4,51.4,40.2,5.0,3.6,4.2,4.8,12.8,13.4,1.6,2.4,2.6,3.8,3.4,4.6,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-12,Scotland,Premiership,TIER_2,1544661,Dunfermline,Partick,NS,57.26,B_ANALIZAR,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL,23,20.42,0.0,10.22,0.17,3.62,-3.29,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,6.93,9.1,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,283.71,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,,,,,,,,,1.5,1.75,1.0,1.375,0.75,0.625,0.5,0.75,0.625,0.5,0.125,0.5,0.625,0.75,0.25,0.25,8.0,8.0,1.0,0.0,0.2,0.0,,,,,5.0,,0.0,,50.0,,6.0,,0.0,,11.0,,2.0,,3.0,,0.0,,SPARSE,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-12,Scotland,League One,TIER_3,1544687,Clyde,Hamilton Academical,NS,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,OK_FULL,13,8.0,0.0,0.0,0.0,0.0,0.0,COVERAGE_PARTIAL,0.7,0,1.0,0.0,0.0,1.0,1.0,0.0,0.35,OFFICIAL_API,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,
2026-05-12,Egypt,Premier League,TIER_3,1533636,El Gouna FC,Kahraba Ismailia,NS,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,OK_FULL,13,8.0,0.0,0.0,0.0,0.0,0.0,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,
2026-05-12,Egypt,Premier League,TIER_3,1533637,Pharco,Future FC,NS,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,OK_FULL,13,8.0,0.0,0.0,0.0,0.0,0.0,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,
2026-05-12,Egypt,Premier League,TIER_3,1533638,Wadi Degla,Ismaily SC,NS,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,OK_FULL,13,8.0,0.0,0.0,0.0,0.0,0.0,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,
2026-05-12,South-Africa,Premier Soccer League,TIER_3,1429697,TS Galaxy,Mamelodi Sundowns,NS,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,OK_FULL,13,8.0,0.0,0.0,0.0,0.0,0.0,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,
2026-05-12,Brazil,Serie B,TIER_3,1520676,Londrina,São Bernardo,NS,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,OK_FULL,13,8.0,0.0,0.0,0.0,0.0,0.0,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,
2026-05-12,Ecuador,Copa Ecuador,TIER_4,1542921,Insutec,Barcelona SC,NS,0.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,OK_FULL,4,8.0,0.0,0.0,0.0,0.0,0.0,COVERAGE_PARTIAL,0.7,0,1.0,0.0,0.0,1.0,1.0,0.0,0.35,OFFICIAL_API,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,
