date,country,league,league_tier,fixture_id,home_team,away_team,status,vsigma_pre_score,vsigma_priority,market_family_hint,data_warning,league_quality_score,data_quality_score,standings_context_score,attack_environment_score,recent_stats_process_score,recent_lab_context_score,team_edge_score,team_edge_raw,league_coverage_class,league_data_reliability_score,league_coverage_rich_flag,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_stats_reliability_multiplier,league_coverage_uncertainty_penalty,league_coverage_source_status,league_coverage_note,home_goal_path_score,away_goal_path_score,home_recent_lab_trust_multiplier,away_recent_lab_trust_multiplier,home_recent_opponent_strength_avg,away_recent_opponent_strength_avg,home_recent_schedule_difficulty_score,away_recent_schedule_difficulty_score,home_recent_schedule_quality_flag,away_recent_schedule_quality_flag,recent_schedule_balance_delta,home_recent_anomaly_count_last5,away_recent_anomaly_count_last5,home_recent_clean_sample_size,away_recent_clean_sample_size,home_recent_anomaly_penalty,away_recent_anomaly_penalty,home_recent_event_coverage_flag,away_recent_event_coverage_flag,recent_sample_cleanliness_flag,home_injuries_count,away_injuries_count,home_injuries_available_flag,away_injuries_available_flag,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_absences,away_absences,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,home_rank,away_rank,home_points,away_points,home_goals_diff,away_goals_diff,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_matches,away_recent_matches,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,recent_stats_quality_flag,data_enrichment_level
2026-05-13,South-Korea,K League 1,TIER_2,1506978,Bucheon FC 1995,Jeonbuk Motors,NS,82.18,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,23,28.0,3.85,11.33,1.52,-0.12,16.0,-20.05,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,6.12,14.4,0.97,1.0,0.53,0.497,0.06,-0.006,FULL,FULL,0.033,1.0,0.0,4.0,5.0,0.35,0.0,SUPPORTED,SUPPORTED,MIXED,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,195.19,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,11.0,3.0,13.0,22.0,-6.0,8.0,1.0,0.5,1.0,2.0,0.5,1.75,1.125,0.75,0.375,0.875,0.375,0.5,0.125,0.375,0.375,0.75,0.25,0.375,8.0,8.0,2.0,2.0,0.4,0.4,12.0,12.5,14.0,12.5,5.0,6.0,4.0,6.0,43.5,58.0,1.5,5.0,6.0,4.5,14.0,14.5,2.0,3.5,0.5,0.5,2.5,3.0,SPARSE,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-13,France,Ligue 1,TIER_1,1387951,Stade Brestois 29,Strasbourg,NS,81.65,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,1.51,14.3,2.23,-0.31,7.94,-7.22,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,14.38,15.88,0.892,1.03,0.51,0.685,0.02,0.37,FULL,PARTIAL,-0.175,3.0,0.0,2.0,3.0,1.1,0.0,SUPPORTED,PARTIAL,POLLUTED,6.0,12.0,1.0,1.0,FULL,FULL,4.4,9.6,HIGH,HIGH,FULL,14.0,0.0,0.1,6.0,12.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,585.22,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,12.0,8.0,38.0,47.0,-11.0,9.0,0.0,0.0,1.0,1.125,1.25,1.375,2.125,1.625,0.625,0.5,0.25,0.125,0.375,0.375,0.875,0.875,0.5,0.625,8.0,8.0,5.0,5.0,1.0,1.0,7.8,10.2,17.0,16.8,2.4,2.4,6.6,6.4,47.4,56.6,1.8,4.0,7.4,7.0,11.8,11.0,2.6,2.0,2.4,2.75,2.4,2.8,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-13,Japan,J1 League,TIER_2,1504761,Machida Zelvia,Tokyo Verdy,NS,76.43,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,OK_FULL_STATS,23,28.0,5.09,14.67,3.8,0.28,5.67,5.15,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,12.5,10.92,1.038,1.032,0.738,0.697,0.476,0.394,FULL,FULL,0.041,0.0,0.0,5.0,5.0,0.0,0.0,SUPPORTED,SUPPORTED,CLEAN,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,165.2,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,3.0,5.0,31.0,24.0,5.0,2.0,1.0,0.5,1.625,1.375,1.125,0.875,1.0,1.0,0.75,0.625,0.375,0.375,0.5,0.375,0.75,0.5,0.375,0.25,8.0,8.0,5.0,5.0,1.0,1.0,12.2,11.8,7.4,8.8,3.8,3.6,2.4,2.2,42.6,36.8,6.2,4.0,3.4,5.2,9.4,14.0,1.75,1.25,2.5,1.5,3.4,3.2,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-13,Spain,La Liga,TIER_1,1391173,Getafe,Mallorca,NS,75.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,OK_FULL_STATS,30,28.0,2.32,14.48,2.93,-0.1,0.3,-0.27,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,10.24,15.39,0.981,0.995,0.601,0.469,0.202,-0.062,FULL,FULL,0.132,1.0,0.0,4.0,5.0,0.35,0.0,SUPPORTED,SUPPORTED,MIXED,6.0,14.0,1.0,1.0,FULL,FULL,5.6,13.6,HIGH,HIGH,FULL,19.2,0.0,0.1,6.0,14.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,735.24,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,7.0,15.0,45.0,39.0,-8.0,-9.0,0.0,0.5,1.5,1.75,0.875,1.625,0.875,1.125,0.5,1.0,0.375,0.25,0.125,0.75,0.625,0.875,0.125,0.75,8.0,8.0,5.0,5.0,1.0,1.0,7.4,10.2,12.6,14.2,2.0,4.2,3.6,4.0,36.6,46.2,3.8,5.0,4.2,5.8,15.8,15.4,3.8,1.6,3.2,1.4,1.6,1.8,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-13,England,League One,TIER_2,1544063,Stockport County,Stevenage,NS,74.47,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,OK_FULL_STATS,23,28.0,5.11,15.92,3.8,-0.57,2.44,2.22,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,16.95,15.55,0.908,0.95,0.362,0.625,-0.276,0.25,FULL,FULL,-0.263,2.0,2.0,3.0,3.0,0.7,0.7,SUPPORTED,SUPPORTED,POLLUTED,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,705.15,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,3.0,6.0,77.0,75.0,13.0,3.0,1.0,0.5,1.375,1.875,1.875,1.0,1.625,1.0,0.875,0.875,0.125,0.625,0.75,0.375,0.875,0.375,0.75,0.25,8.0,8.0,5.0,5.0,1.0,1.0,18.2,10.2,10.8,13.0,7.2,4.0,5.6,4.8,60.8,40.6,7.4,3.2,4.4,5.2,9.6,10.2,2.2,1.0,2.8,3.2,4.6,2.2,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-13,South-Korea,K League 1,TIER_2,1506979,Ulsan Hyundai FC,Jeju United FC,NS,70.7,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,OK_FULL_STATS,23,28.0,3.78,12.27,1.13,-0.26,3.65,3.32,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,10.13,13.77,0.943,0.991,0.362,0.443,-0.276,-0.114,FULL,FULL,-0.081,1.0,0.0,4.0,5.0,0.35,0.0,SUPPORTED,SUPPORTED,MIXED,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,195.17,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,2.0,7.0,23.0,18.0,3.0,-1.0,1.0,0.0,1.25,1.75,1.5,0.875,1.875,0.625,0.75,0.75,0.0,0.5,0.75,0.25,0.875,0.5,0.625,0.0,8.0,8.0,1.0,2.0,0.2,0.4,20.0,8.0,15.0,5.0,4.0,4.0,9.0,2.0,58.0,40.0,6.0,2.0,4.0,4.5,20.0,17.0,3.0,1.0,2.0,1.0,11.0,2.5,SPARSE,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-13,South-Korea,K League 1,TIER_2,1506977,FC Anyang,Gimcheon Sangmu FC,NS,69.51,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,OK_FULL_STATS,23,28.0,2.33,12.59,1.14,0.13,3.59,3.26,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,11.67,10.85,1.011,1.022,0.566,0.639,0.132,0.278,FULL,FULL,-0.073,0.0,0.0,5.0,5.0,0.0,0.0,SUPPORTED,SUPPORTED,CLEAN,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,195.18,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,9.0,10.0,16.0,13.0,2.0,-5.0,0.5,0.5,1.25,1.125,1.125,1.125,0.875,1.375,0.625,0.75,0.25,0.25,0.5,0.625,0.5,0.875,0.125,0.5,8.0,8.0,1.0,2.0,0.2,0.4,13.0,10.5,15.0,8.5,12.0,3.5,5.0,4.0,55.0,61.0,2.0,5.5,4.0,1.0,14.0,18.5,3.0,4.0,0.0,2.0,0.0,3.5,SPARSE,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-13,Scotland,Championship,TIER_3,1544692,Alloa Athletic,Stenhousemuir,NS,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,OK_FULL,13,8.0,0.0,0.0,0.0,0.0,0.0,0.0,COVERAGE_GOOD,0.85,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,OFFICIAL_API,,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,
2026-05-13,Egypt,Premier League,TIER_3,1533641,Al Ittihad,El Geish,NS,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,OK_FULL,13,8.0,0.0,0.0,0.0,0.0,0.0,0.0,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,
2026-05-13,Egypt,Premier League,TIER_3,1533640,Haras El Hodood,El Mokawloon,NS,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,OK_FULL,13,8.0,0.0,0.0,0.0,0.0,0.0,0.0,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,
2026-05-13,Egypt,Premier League,TIER_3,1533639,Masr,Ghazl El Mehalla,NS,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,OK_FULL,13,8.0,0.0,0.0,0.0,0.0,0.0,0.0,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,
2026-05-13,Egypt,Premier League,TIER_3,1533642,National Bank of Egypt,Petrojet,NS,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,OK_FULL,13,8.0,0.0,0.0,0.0,0.0,0.0,0.0,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,
