target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,fixture_status,candidate_signal_score,candidate_signal_band,market_signal_summary,promotion_input_status,promotion_permission,adapter_status,adapter_reason,allowed_downstream_use,promotion_candidate_type,pick_permission,stake_permission,source_guard,auto_apply,production_change
2026-06-21,2026-06-21T16:35:51+01:00,1493547,Brooklyn,Tampa Bay Rowdies,USL Championship,USA,2026-06-20T23:00:00+00:00,FT,100,HIGH_SIGNAL_REVIEW,prediction_winner=Tampa Bay Rowdies | pred_total_home_away=26.3/73.8 | 1x2=4.75/3.75/1.60 | ou2.5=1.62/2.20,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1527623,Ozgon,Toktogul,Premier League,Kyrgyzstan,2026-06-21T14:30:00+00:00,NS,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Ozgon | pred_total_home_away=73.3/26.8,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1548228,Mes Kerman,Pars Jonoubi JAM,Azadegan League,Iran,2026-06-21T14:30:00+00:00,HT,61,MEDIUM_SIGNAL_REVIEW,prediction_winner=Pars Jonoubi JAM | pred_total_home_away=38.0/62.0,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1548229,Navad Urmia,Naft Bandar Abbas,Azadegan League,Iran,2026-06-21T15:15:00+00:00,1H,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Naft Bandar Abbas | pred_total_home_away=29.0/71.0,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1548230,Niroye Zamini,Fard Alborz,Azadegan League,Iran,2026-06-21T13:30:00+00:00,2H,56,MEDIUM_SIGNAL_REVIEW,prediction_winner=Fard Alborz | pred_total_home_away=50.5/49.5 | 1x2=2.50/2.45/3.10 | ou2.5=9.50/1.05,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1496267,Grorud,Junkeren,2. Division - Group 2,Norway,2026-06-21T15:00:00+00:00,1H,94,HIGH_SIGNAL_REVIEW,prediction_winner=Grorud | pred_total_home_away=63.2/36.8 | 1x2=1.33/5.00/7.00 | ou2.5=2.45/1.48,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1497611,Norrby IF,United Nordic,Superettan,Sweden,2026-06-21T15:00:00+00:00,1H,72,MEDIUM_SIGNAL_REVIEW,prediction_winner=United Nordic | pred_total_home_away=44.3/55.8 | 1x2=2.70/3.55/2.40 | ou2.5=1.67/2.20,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1497615,Ostersunds FK,IFK Norrkoping,Superettan,Sweden,2026-06-21T15:00:00+00:00,1H,100,HIGH_SIGNAL_REVIEW,prediction_winner=IFK Norrkoping | pred_total_home_away=31.0/69.0 | 1x2=2.60/3.40/2.55 | ou2.5=1.83/2.00,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1505188,Assyriska FF,IF Karlstad,Ettan - Norra,Sweden,2026-06-21T15:00:00+00:00,1H,100,HIGH_SIGNAL_REVIEW,prediction_winner=IF Karlstad | pred_total_home_away=29.0/71.0 | 1x2=4.10/3.75/1.70 | ou2.5=1.57/2.30,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1507390,Iveria Khashuri,Lokomotivi Tbilisi,Liga 3,Georgia,2026-06-21T15:00:00+00:00,1H,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Lokomotivi Tbilisi | pred_total_home_away=28.3/71.8,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1512945,Colombe,Aigle Royal,Elite One,Cameroon,2026-06-21T15:00:00+00:00,1H,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Colombe | pred_total_home_away=65.0/35.0,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1515867,Riga,FK Liepaja,Virsliga,Latvia,2026-06-21T15:00:00+00:00,1H,100,HIGH_SIGNAL_REVIEW,prediction_winner=Riga | pred_total_home_away=73.5/26.5 | 1x2=1.30/5.00/7.60 | ou2.5=1.53/2.40,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1525895,Bate Borisov,Arsenal,Premier League,Belarus,2026-06-21T15:00:00+00:00,1H,88,HIGH_SIGNAL_REVIEW,prediction_winner=Bate Borisov | pred_total_home_away=61.2/38.8 | 1x2=2.30/2.88/3.00 | ou2.5=5.80/1.12,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1527996,Aktobe,FC Astana,Premier League,Kazakhstan,2026-06-21T15:00:00+00:00,1H,55,MEDIUM_SIGNAL_REVIEW,prediction_winner=FC Astana | pred_total_home_away=49.7/50.3 | 1x2=2.60/3.20/2.50 | ou2.5=2.10/1.70,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1536392,Torpedo Vladimir,Cherepovets,Second League - Group 2,Russia,2026-06-21T15:00:00+00:00,1H,60,MEDIUM_SIGNAL_REVIEW,prediction_winner=Torpedo Vladimir | pred_total_home_away=51.8/48.2 | 1x2=2.12/3.22/3.02 | ou2.5=1.93/1.76,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1541096,Suhul Shire,Kedus Giorgis,Premier League,Ethiopia,2026-06-21T15:00:00+00:00,1H,100,HIGH_SIGNAL_REVIEW,prediction_winner=Kedus Giorgis | pred_total_home_away=29.6/70.6 | 1x2=2.30/2.62/3.10 | ou2.5=9.00/1.05,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1547552,Bafmeng United,Foncha ST,Elite Two,Cameroon,2026-06-21T12:00:00+00:00,NS,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Bafmeng United | pred_total_home_away=68.6/31.4,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1548231,Saipa,Ario Eslamshahr,Azadegan League,Iran,2026-06-21T15:00:00+00:00,1H,88,HIGH_SIGNAL_REVIEW,prediction_winner=Saipa | pred_total_home_away=61.0/39.0 | 1x2=2.15/2.50/4.00 | ou2.5=10.00/1.05,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1553721,La Luz,Cerrito,Segunda División,Uruguay,2026-06-21T15:30:00+00:00,1H,59,MEDIUM_SIGNAL_REVIEW,prediction_winner=Cerrito | pred_total_home_away=48.5/51.5 | 1x2=2.50/3.00/2.75 | ou2.5=2.35/1.55,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1489397,Spain,Saudi Arabia,World Cup,World,2026-06-21T16:00:00+00:00,NS,55,MEDIUM_SIGNAL_REVIEW,prediction_winner=Spain | pred_total_home_away=50.0/50.0 | 1x2=1.10/9.80/17.50 | ou2.5=2.25/1.48,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1514210,IR Reykjavik,Völsungur,1. Deild,Iceland,2026-06-21T16:00:00+00:00,NS,100,HIGH_SIGNAL_REVIEW,prediction_winner=IR Reykjavik | pred_total_home_away=66.3/33.8 | 1x2=1.25/5.75/8.00 | ou2.5=2.45/1.48,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1521629,JK Tabasalu,Tartu Kalev,Esiliiga B,Estonia,2026-06-21T16:00:00+00:00,NS,79,HIGH_SIGNAL_REVIEW,prediction_winner=Tartu Kalev | pred_total_home_away=38.5/61.7 | 1x2=2.80/3.60/2.00,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1529113,Colina,Municipal Salamanca,Segunda División,Chile,2026-06-21T16:00:00+00:00,NS,81,HIGH_SIGNAL_REVIEW,prediction_winner=Municipal Salamanca | pred_total_home_away=41.3/58.7 | 1x2=2.50/3.00/2.70 | ou2.5=2.25/1.60,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1536391,Murom,Iskra Smolensk,Second League - Group 2,Russia,2026-06-21T16:00:00+00:00,NS,99,HIGH_SIGNAL_REVIEW,prediction_winner=Murom | pred_total_home_away=64.8/35.3 | 1x2=1.21/4.55/15.00 | ou2.5=1.82/1.87,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1548232,Nassaji Mazandaran,Mes Shahr-e Babak,Azadegan League,Iran,2026-06-21T15:30:00+00:00,1H,59,MEDIUM_SIGNAL_REVIEW,prediction_winner=Nassaji Mazandaran | pred_total_home_away=51.5/48.5 | 1x2=2.15/2.62/3.80 | ou2.5=8.50/1.06,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1548233,Sanat Naft,Shahrdari Noshahr,Azadegan League,Iran,2026-06-21T16:00:00+00:00,NS,100,HIGH_SIGNAL_REVIEW,prediction_winner=Sanat Naft | pred_total_home_away=71.0/29.0 | 1x2=1.65/3.00/6.00 | ou2.5=7.50/1.07,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1548234,Shenavarsazi Qeshm,Naft Gachsaran,Azadegan League,Iran,2026-06-21T16:00:00+00:00,NS,55,MEDIUM_SIGNAL_REVIEW,prediction_winner=Naft Gachsaran | pred_total_home_away=40.0/60.0,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1553056,UCV Moquegua,Bentín Tacna Heroica,Copa De La Liga,Peru,2026-06-21T16:00:00+00:00,NS,83,HIGH_SIGNAL_REVIEW,prediction_winner=UCV Moquegua | pred_total_home_away=59.5/40.5 | 1x2=1.67/3.45/4.80 | ou2.5=1.95/1.77,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1554494,Molde,KFUM Oslo,Friendlies Clubs,World,2026-06-21T16:00:00+00:00,NS,63,MEDIUM_SIGNAL_REVIEW,prediction_winner=Molde | pred_total_home_away=52.8/47.2 | 1x2=1.65/3.60/4.40 | ou2.5=5.50/1.12,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1544448,Antofagasta,D. La Serena,Copa Chile,Chile,2026-06-21T16:30:00+00:00,NS,100,HIGH_SIGNAL_REVIEW,prediction_winner=D. La Serena | pred_total_home_away=33.5/67.0 | 1x2=2.25/3.25/2.88 | ou2.5=1.90/1.83,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1544449,Huachipato,D. Puerto Montt,Copa Chile,Chile,2026-06-21T16:30:00+00:00,NS,76,HIGH_SIGNAL_REVIEW,prediction_winner=Huachipato | pred_total_home_away=57.0/43.0 | 1x2=1.70/3.35/4.60 | ou2.5=1.95/1.77,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1525900,Neman,Dinamo Minsk,Premier League,Belarus,2026-06-21T17:00:00+00:00,NS,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Dinamo Minsk | pred_total_home_away=44.7/55.3 | 1x2=2.88/2.75/2.50 | ou2.5=6.50/1.10,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1499474,Argentino de Merlo,Dock Sud,Primera B Metropolitana,Argentina,2026-06-21T17:30:00+00:00,NS,71,MEDIUM_SIGNAL_REVIEW,prediction_winner=Argentino de Merlo | pred_total_home_away=55.5/44.5 | 1x2=2.80/2.75/2.65 | ou2.5=3.10/1.33,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1499475,Arsenal Sarandi,Deportivo Merlo,Primera B Metropolitana,Argentina,2026-06-21T17:30:00+00:00,NS,61,MEDIUM_SIGNAL_REVIEW,prediction_winner=Deportivo Merlo | pred_total_home_away=47.8/52.3 | 1x2=1.80/3.00/4.60 | ou2.5=2.60/1.45,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1499482,Talleres Remedios,Comunicaciones,Primera B Metropolitana,Argentina,2026-06-21T17:30:00+00:00,NS,63,MEDIUM_SIGNAL_REVIEW,prediction_winner=Talleres Remedios | pred_total_home_away=52.8/47.2 | 1x2=1.90/2.88/4.50 | ou2.5=2.95/1.36,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
