target_date,generated_at,fixture_id,home_team,away_team,league,forecast_confidence,metric,actual_value,pred_low,pred_mid,pred_high,range_hit,abs_error_mid,direction_error,forecast_warning,source_guard,auto_apply,production_change
2026-05-29,2026-05-29T19:16:46+01:00,1535314,Boca Juniors,U. Catolica,CONMEBOL Libertadores,MEDIUM,total_corners,11.00,4.00,7.00,9.00,MISS,4.00,UNDER_ESTIMATE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1535314,Boca Juniors,U. Catolica,CONMEBOL Libertadores,MEDIUM,total_cards,4.00,4.00,7.00,10.00,HIT,3.00,ON_RANGE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1535314,Boca Juniors,U. Catolica,CONMEBOL Libertadores,MEDIUM,total_fouls,22.00,17.00,23.00,28.00,HIT,1.00,ON_RANGE,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1533660,El Mokawloon,Future FC,Premier League,LOW,total_goals,4.00,1.58,2.35,3.12,MISS,1.65,UNDER_ESTIMATE,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1533660,El Mokawloon,Future FC,Premier League,LOW,total_sot,12.00,5.00,8.00,11.00,MISS,4.00,UNDER_ESTIMATE,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1533660,El Mokawloon,Future FC,Premier League,LOW,total_shots,27.00,17.00,23.00,29.00,HIT,4.00,ON_RANGE,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1533660,El Mokawloon,Future FC,Premier League,LOW,total_corners,16.00,6.00,9.00,13.00,MISS,7.00,UNDER_ESTIMATE,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1533660,El Mokawloon,Future FC,Premier League,LOW,total_fouls,24.00,18.00,24.00,30.00,HIT,0.00,ON_RANGE,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1533659,Masr,Kahraba Ismailia,Premier League,LOW,total_goals,2.00,1.58,2.35,3.12,HIT,0.35,ON_RANGE,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1533659,Masr,Kahraba Ismailia,Premier League,LOW,total_sot,12.00,5.00,8.00,11.00,MISS,4.00,UNDER_ESTIMATE,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1533659,Masr,Kahraba Ismailia,Premier League,LOW,total_shots,28.00,17.00,23.00,29.00,HIT,5.00,ON_RANGE,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1533659,Masr,Kahraba Ismailia,Premier League,LOW,total_corners,9.00,6.00,9.00,13.00,HIT,0.00,ON_RANGE,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1533659,Masr,Kahraba Ismailia,Premier League,LOW,total_cards,3.00,2.00,4.00,6.00,HIT,1.00,ON_RANGE,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1533659,Masr,Kahraba Ismailia,Premier League,LOW,total_fouls,12.00,18.00,24.00,30.00,MISS,12.00,OVER_ESTIMATE,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,1522817,TransINVEST Vilnius,Hegelmann Litauen,A Lyga,LOW,total_goals,3.00,1.58,2.35,3.12,HIT,0.65,ON_RANGE,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
