fixture_id,kickoff_utc,team_id,team,player_id,player,is_xi,basis,p_goal,p_card,p_shot_on,p_assist,exp_shots,lam_goal,lam_card,lam_shot_on,lam_assist,logged_at_utc,act_goal,act_card,act_shots,act_shots_on,act_assist,act_minutes,settled,settled_at_utc
1539011,2026-06-25 23:00,12,Japan,32954,S. Taniguchi,1,probable_by_squad_starts,0.0677,0.0688,0.1544,0.0509,0.48,0.0701,0.0713,0.1677,0.0522,2026-06-25T15:45:06+00:00,,,,,,,0,
1539011,2026-06-25 23:00,12,Japan,2601,D. Kamada,1,probable_by_squad_starts,0.4115,0.0707,0.6346,0.0523,1.01,0.5303,0.0733,1.0067,0.0537,2026-06-25T15:45:06+00:00,,,,,,,0,
1539011,2026-06-25 23:00,5,Sweden,18979,V. Gyökeres,1,probable_by_squad_starts,0.2307,0.068,0.5709,0.161,1.39,0.2622,0.0704,0.8462,0.1755,2026-06-25T15:45:10+00:00,,,,,,,0,
1539011,2026-06-25 23:00,5,Sweden,137976,I. Hien,1,probable_by_squad_starts,0.0097,0.2578,0.0,0.0375,0.21,0.0098,0.2981,0.0,0.0382,2026-06-25T15:45:10+00:00,,,,,,,0,
1539011,2026-06-25 23:00,5,Sweden,265820,Y. Ayari,1,probable_by_squad_starts,0.0603,0.1476,0.2847,0.08,0.6,0.0621,0.1598,0.3351,0.0834,2026-06-25T15:45:10+00:00,,,,,,,0,
1539011,2026-06-25 23:00,5,Sweden,47969,G. Gudmundsson,1,probable_by_squad_starts,0.0111,0.1408,0.1436,0.0083,0.39,0.0112,0.1518,0.155,0.0083,2026-06-25T15:45:10+00:00,,,,,,,0,
1539011,2026-06-25 23:00,5,Sweden,347316,L. Bergvall,1,probable_by_squad_starts,0.0136,0.2306,0.1322,0.0921,0.47,0.0136,0.2622,0.1418,0.0966,2026-06-25T15:45:10+00:00,,,,,,,0,
1539011,2026-06-25 23:00,5,Sweden,158700,V. Johansson,1,probable_by_squad_starts,0.0141,0.1067,0.0394,0.0105,0.11,0.0142,0.1129,0.0402,0.0106,2026-06-25T15:45:10+00:00,,,,,,,0,
1539011,2026-06-25 23:00,5,Sweden,153430,A. Elanga,1,probable_by_squad_starts,0.0794,0.0351,0.2431,0.0116,0.5,0.0827,0.0357,0.2785,0.0116,2026-06-25T15:45:10+00:00,,,,,,,0,
1539011,2026-06-25 23:00,5,Sweden,2864,A. Isak,1,probable_by_squad_starts,0.1245,0.172,0.5514,0.0938,1.44,0.1329,0.1887,0.8017,0.0985,2026-06-25T15:45:10+00:00,,,,,,,0,
1539011,2026-06-25 23:00,5,Sweden,889,V. Lindelöf,1,probable_by_squad_starts,0.0165,0.0372,0.0,0.0123,0.18,0.0166,0.0379,0.0,0.0123,2026-06-25T15:45:10+00:00,,,,,,,0,
1539011,2026-06-25 23:00,5,Sweden,2860,K. Sema,1,probable_by_squad_starts,0.1154,0.185,0.3689,0.0111,0.56,0.1226,0.2046,0.4603,0.0112,2026-06-25T15:45:10+00:00,,,,,,,0,
1539011,2026-06-25 23:00,5,Sweden,48033,J. Widell Zetterström,1,probable_by_squad_starts,0.0197,0.1461,0.0548,0.0147,0.16,0.0199,0.158,0.0563,0.0148,2026-06-25T15:45:10+00:00,,,,,,,0,
1489412,2026-06-25 23:00,28,Tunisia,49583,A. Abdi,1,probable_by_squad_starts,0.0233,0.1716,0.2836,0.018,0.8,0.0236,0.1882,0.3335,0.0181,2026-06-25T15:45:13+00:00,,,,,,,0,
1489412,2026-06-25 23:00,28,Tunisia,21587,E. Skhiri,1,probable_by_squad_starts,0.0144,0.0486,0.2314,0.0032,0.53,0.0145,0.0498,0.2631,0.0032,2026-06-25T15:45:13+00:00,,,,,,,0,
1489412,2026-06-25 23:00,28,Tunisia,49424,A. Dahmen,1,probable_by_squad_starts,0.004,0.0467,0.062,0.0031,0.18,0.004,0.0478,0.064,0.0031,2026-06-25T15:45:13+00:00,,,,,,,0,
1489412,2026-06-25 23:00,28,Tunisia,2945,D. Bronn,1,probable_by_squad_starts,0.0048,0.2794,0.2734,0.0037,0.32,0.0048,0.3277,0.3193,0.0037,2026-06-25T15:45:13+00:00,,,,,,,0,
1489412,2026-06-25 23:00,28,Tunisia,50030,M. Talbi,1,probable_by_squad_starts,0.0235,0.0465,0.1315,0.0031,0.42,0.0238,0.0476,0.1409,0.0031,2026-06-25T15:45:13+00:00,,,,,,,0,
1489412,2026-06-25 23:00,28,Tunisia,180560,H. Mejbri,1,probable_by_squad_starts,0.0043,0.2547,0.2249,0.0279,0.64,0.0043,0.294,0.2548,0.0283,2026-06-25T15:45:13+00:00,,,,,,,0,
1489412,2026-06-25 23:00,28,Tunisia,344862,H. Mastouri,1,probable_by_squad_starts,0.0174,0.0584,0.4059,0.0182,1.04,0.0175,0.0601,0.5207,0.0183,2026-06-25T15:45:13+00:00,,,,,,,0,
1489412,2026-06-25 23:00,28,Tunisia,18942,Y. Valery,1,probable_by_squad_starts,0.0048,0.1744,0.0742,0.0037,0.22,0.0048,0.1917,0.0771,0.0037,2026-06-25T15:45:13+00:00,,,,,,,0,
1489412,2026-06-25 23:00,28,Tunisia,42012,E. Achouri,1,probable_by_squad_starts,0.0266,0.2627,0.3215,0.0035,0.39,0.027,0.3048,0.3878,0.0035,2026-06-25T15:45:13+00:00,,,,,,,0,
1489412,2026-06-25 23:00,28,Tunisia,310196,Ismaël Gharbi,1,probable_by_squad_starts,0.0287,0.0949,0.1995,0.0064,1.56,0.0291,0.0997,0.2225,0.0064,2026-06-25T15:45:13+00:00,,,,,,,0,
1489412,2026-06-25 23:00,28,Tunisia,323974,E. Saad,1,probable_by_squad_starts,0.0081,0.2766,0.2503,0.0292,0.86,0.0081,0.3238,0.2881,0.0296,2026-06-25T15:45:13+00:00,,,,,,,0,
1489412,2026-06-25 23:00,1118,Netherlands,290,V. van Dijk,1,probable_by_squad_starts,0.1269,0.3617,0.2576,0.0162,0.79,0.1357,0.449,0.2978,0.0163,2026-06-25T15:45:15+00:00,,,,,,,0,
1489412,2026-06-25 23:00,1118,Netherlands,247,C. Gakpo,1,probable_by_squad_starts,0.284,0.1083,0.6921,0.1851,1.77,0.3341,0.1146,1.178,0.2047,2026-06-25T15:45:15+00:00,,,,,,,0,
1489412,2026-06-25 23:00,1118,Netherlands,129058,B. Verbruggen,1,probable_by_squad_starts,0.022,0.0201,0.0463,0.0169,0.14,0.0222,0.0203,0.0474,0.017,2026-06-25T15:45:15+00:00,,,,,,,0,
1489412,2026-06-25 23:00,1118,Netherlands,36902,T. Reijnders,1,probable_by_squad_starts,0.1982,0.1968,0.549,0.0809,1.43,0.2209,0.2192,0.7962,0.0844,2026-06-25T15:45:15+00:00,,,,,,,0,
1489412,2026-06-25 23:00,1118,Netherlands,667,M. Depay,1,probable_by_squad_starts,0.3661,0.3137,0.7198,0.2256,2.54,0.4559,0.3764,1.2722,0.2556,2026-06-25T15:45:15+00:00,,,,,,,0,
1489412,2026-06-25 23:00,1118,Netherlands,226,D. Dumfries,1,probable_by_squad_starts,0.1884,0.2158,0.4509,0.1836,1.38,0.2088,0.2431,0.5995,0.2028,2026-06-25T15:45:15+00:00,,,,,,,0,
1489412,2026-06-25 23:00,1118,Netherlands,18861,N. Aké,1,probable_by_squad_starts,0.0374,0.1715,0.0,0.1232,0.75,0.0381,0.1882,0.0,0.1315,2026-06-25T15:45:15+00:00,,,,,,,0,
1489412,2026-06-25 23:00,1118,Netherlands,542,R. Gravenberch,1,probable_by_squad_starts,0.0396,0.0362,0.3016,0.0817,0.72,0.0404,0.0369,0.3589,0.0852,2026-06-25T15:45:15+00:00,,,,,,,0,
1489412,2026-06-25 23:00,1118,Netherlands,538,F. de Jong,1,probable_by_squad_starts,0.0454,0.0415,0.1685,0.1995,0.55,0.0464,0.0424,0.1846,0.2225,2026-06-25T15:45:15+00:00,,,,,,,0,
1489412,2026-06-25 23:00,1118,Netherlands,152849,M. van de Ven,1,probable_by_squad_starts,0.1002,0.0404,0.1643,0.0908,0.54,0.1056,0.0412,0.1795,0.0952,2026-06-25T15:45:15+00:00,,,,,,,0,
1489412,2026-06-25 23:00,1118,Netherlands,249,D. Malen,1,probable_by_squad_starts,0.383,0.1842,0.7208,0.2235,2.1,0.4829,0.2036,1.2757,0.2529,2026-06-25T15:45:15+00:00,,,,,,,0,
1539012,2026-06-26 02:00,777,Türkiye,1640,H. Çalhanoğlu,1,probable_by_squad_starts,0.1108,0.1601,0.4591,0.0789,1.0,0.1174,0.1745,0.6146,0.0822,2026-06-25T15:45:18+00:00,,,,,,,0,
1539012,2026-06-26 02:00,777,Türkiye,61837,A. Bardakcı,1,probable_by_squad_starts,0.0367,0.2451,0.1451,0.0237,0.59,0.0374,0.2811,0.1568,0.0239,2026-06-25T15:45:18+00:00,,,,,,,0,
1539012,2026-06-26 02:00,777,Türkiye,291964,A. Güler,1,probable_by_squad_starts,0.0977,0.1577,0.4389,0.1529,1.6,0.1028,0.1716,0.5779,0.1659,2026-06-25T15:45:18+00:00,,,,,,,0,
1539012,2026-06-26 02:00,777,Türkiye,142959,K. Aktürkoğlu,1,probable_by_squad_starts,0.1973,0.2084,0.6279,0.0576,2.03,0.2197,0.2337,0.9887,0.0593,2026-06-25T15:45:18+00:00,,,,,,,0,
1539012,2026-06-26 02:00,777,Türkiye,339883,K. Yıldız,1,probable_by_squad_starts,0.0771,0.1506,0.4354,0.049,1.06,0.0802,0.1633,0.5716,0.0502,2026-06-25T15:45:18+00:00,,,,,,,0,
1539012,2026-06-26 02:00,777,Türkiye,49866,U. Çakır,1,probable_by_squad_starts,0.013,0.121,0.0562,0.0098,0.17,0.0131,0.129,0.0579,0.0098,2026-06-25T15:45:18+00:00,,,,,,,0,
1539012,2026-06-26 02:00,777,Türkiye,30521,M. Demiral,1,probable_by_squad_starts,0.099,0.1913,0.2218,0.0093,0.82,0.1043,0.2124,0.2508,0.0093,2026-06-25T15:45:18+00:00,,,,,,,0,
1539012,2026-06-26 02:00,777,Türkiye,37155,O. Kökçü,1,probable_by_squad_starts,0.0353,0.23,0.5282,0.1407,1.44,0.0359,0.2614,0.7511,0.1516,2026-06-25T15:45:18+00:00,,,,,,,0,
1539012,2026-06-26 02:00,777,Türkiye,1719,M. Müldür,1,probable_by_squad_starts,0.0539,0.1095,0.3299,0.0088,0.53,0.0554,0.116,0.4003,0.0088,2026-06-25T15:45:18+00:00,,,,,,,0,
1539012,2026-06-26 02:00,777,Türkiye,63274,B. Yılmaz,1,probable_by_squad_starts,0.0433,0.2334,0.512,0.0456,0.96,0.0443,0.2658,0.7175,0.0467,2026-06-25T15:45:18+00:00,,,,,,,0,
1539012,2026-06-26 02:00,777,Türkiye,49837,M. Günok,1,probable_by_squad_starts,0.0138,0.0827,0.0596,0.0104,0.18,0.0139,0.0864,0.0615,0.0105,2026-06-25T15:45:18+00:00,,,,,,,0,
1539012,2026-06-26 02:00,2384,USA,19023,T. Ream,1,probable_by_squad_starts,0.0183,0.0266,0.044,0.014,0.13,0.0185,0.027,0.045,0.0141,2026-06-25T15:45:22+00:00,,,,,,,0,
1539012,2026-06-26 02:00,2384,USA,126949,C. Richards,1,probable_by_squad_starts,0.1065,0.4212,0.433,0.017,1.04,0.1126,0.5469,0.5675,0.0171,2026-06-25T15:45:22+00:00,,,,,,,0,
1539012,2026-06-26 02:00,2384,USA,17,C. Pulišić,1,probable_by_squad_starts,0.36,0.146,0.6018,0.1221,2.15,0.4463,0.1579,0.9208,0.1303,2026-06-25T15:45:22+00:00,,,,,,,0,
1539012,2026-06-26 02:00,2384,USA,50999,M. Turner,1,probable_by_squad_starts,0.025,0.1419,0.0597,0.0192,0.18,0.0253,0.153,0.0616,0.0193,2026-06-25T15:45:22+00:00,,,,,,,0,
1539012,2026-06-26 02:00,2384,USA,50852,J. Scally,1,probable_by_squad_starts,0.0257,0.1457,0.0,0.0197,0.37,0.026,0.1574,0.0,0.0199,2026-06-25T15:45:22+00:00,,,,,,,0,
1539012,2026-06-26 02:00,2384,USA,415,W. McKennie,1,probable_by_squad_starts,0.0308,0.2833,0.2836,0.0862,0.67,0.0313,0.333,0.3336,0.0901,2026-06-25T15:45:22+00:00,,,,,,,0,
1539012,2026-06-26 02:00,2384,USA,50728,M. Freese,1,probable_by_squad_starts,0.0313,0.0453,0.0745,0.024,0.22,0.0318,0.0464,0.0774,0.0243,2026-06-25T15:45:22+00:00,,,,,,,0,
1539012,2026-06-26 02:00,2384,USA,362400,M. Arfsten,1,probable_by_squad_starts,0.0326,0.0472,0.2557,0.2097,1.18,0.0332,0.0484,0.2954,0.2354,2026-06-25T15:45:22+00:00,,,,,,,0,
1539012,2026-06-26 02:00,2384,USA,162037,M. Tillman,1,probable_by_squad_starts,0.2993,0.0389,0.3616,0.2218,1.46,0.3557,0.0397,0.4488,0.2508,2026-06-25T15:45:22+00:00,,,,,,,0,
1539012,2026-06-26 02:00,2384,USA,1138,T. Weah,1,probable_by_squad_starts,0.2745,0.193,0.6372,0.097,2.03,0.3209,0.2145,1.0139,0.102,2026-06-25T15:45:22+00:00,,,,,,,0,
1539012,2026-06-26 02:00,2384,USA,19549,A. Robinson,1,probable_by_squad_starts,0.0343,0.3099,0.389,0.1597,0.49,0.0349,0.3709,0.4927,0.174,2026-06-25T15:45:22+00:00,,,,,,,0,
1489411,2026-06-26 02:00,2380,Paraguay,2507,M. Almirón,1,probable_by_squad_starts,0.0807,0.1715,0.4202,0.0831,0.73,0.0841,0.1881,0.5451,0.0868,2026-06-25T15:45:24+00:00,,,,,,,0,
1489411,2026-06-26 02:00,2380,Paraguay,6168,O. Alderete,1,probable_by_squad_starts,0.0791,0.1683,0.1817,0.0161,0.6,0.0824,0.1842,0.2006,0.0162,2026-06-25T15:45:24+00:00,,,,,,,0,
1489411,2026-06-26 02:00,2380,Paraguay,35808,G. Velázquez,1,probable_by_squad_starts,0.0868,0.1836,0.0,0.0177,0.42,0.0908,0.2029,0.0,0.0178,2026-06-25T15:45:24+00:00,,,,,,,0,
1489411,2026-06-26 02:00,2380,Paraguay,70747,J. Enciso,1,probable_by_squad_starts,0.0842,0.0604,0.6594,0.1513,2.29,0.0879,0.0623,1.077,0.1641,2026-06-25T15:45:24+00:00,,,,,,,0,
1489411,2026-06-26 02:00,2380,Paraguay,2499,J. Alonso,1,probable_by_squad_starts,0.0268,0.1991,0.1079,0.0193,0.33,0.0272,0.222,0.1142,0.0195,2026-06-25T15:45:24+00:00,,,,,,,0,
1489411,2026-06-26 02:00,2380,Paraguay,2500,F. Balbuena,1,probable_by_squad_starts,0.0269,0.1998,0.1937,0.0194,0.86,0.0273,0.2229,0.2154,0.0196,2026-06-25T15:45:24+00:00,,,,,,,0,
1489411,2026-06-26 02:00,2380,Paraguay,195107,D. Bobadilla,1,probable_by_squad_starts,0.0865,0.183,0.4799,0.089,1.14,0.0904,0.2021,0.6538,0.0933,2026-06-25T15:45:24+00:00,,,,,,,0,
1489411,2026-06-26 02:00,2380,Paraguay,6236,A. Cubas,1,probable_by_squad_starts,0.0294,0.3368,0.118,0.0212,0.36,0.0299,0.4106,0.1255,0.0215,2026-06-25T15:45:24+00:00,,,,,,,0,
1489411,2026-06-26 02:00,2380,Paraguay,2502,G. Gómez,1,probable_by_squad_starts,0.0308,0.0777,0.0,0.0222,0.83,0.0313,0.0809,0.0,0.0224,2026-06-25T15:45:24+00:00,,,,,,,0,
