player_id,name,club_minutes,n_club_comps,g90_club,a90_club,sh90_club,son90_club,c90_club,nat_minutes,g90_nat,a90_nat,sh90_nat,son90_nat,c90_nat
198352,M. Touré,1741.0,3,0.72372,0.31017,2.37794,1.65422,0.31017,357.0,0.5042,0.2521,2.01681,1.0084,0.2521
66275,M. Chytil,1633.0,2,0.71647,0.05511,3.03123,1.70851,0.05511,31.0,0.0,0.0,8.70968,8.70968,0.0
66055,P. Musa,3020.0,2,0.71523,0.23841,2.56291,1.31126,0.26821,0.0,0.0,0.0,0.0,0.0,0.0
309182,Gilson Benchimol,1272.0,2,0.70755,0.0,2.33491,0.84906,0.21226,620.0,0.0,0.14516,0.58065,0.0,0.14516
72155,A. Ueda,3315.0,5,0.70588,0.02715,2.68778,1.38462,0.0543,270.0,0.66667,0.33333,2.0,1.0,0.0
931,Ferran Torres,2729.0,5,0.69256,0.09894,2.57237,1.61598,0.06596,0.0,0.0,0.0,0.0,0.0,0.0
283058,N. Jackson,1456.0,4,0.67995,0.24725,3.09066,2.03984,0.24725,867.0,0.31142,0.20761,2.38754,1.24567,0.20761
217,Lautaro Martínez,3465.0,6,0.67532,0.15584,3.01299,1.58442,0.20779,204.0,1.32353,0.88235,4.85294,3.52941,0.0
313353,P. David,3733.0,4,0.67506,0.12055,2.96544,1.66354,0.31342,123.0,1.46341,0.0,5.12195,4.39024,0.0
249,D. Malen,2937.0,7,0.67416,0.12257,2.75792,1.62411,0.03064,0.0,0.0,0.0,0.0,0.0,0.0
794,P. Schick,2953.0,4,0.6705,0.12191,2.46868,1.4934,0.06095,26.0,0.0,0.0,0.0,0.0,0.0
583,João Félix,3274.0,2,0.65974,0.41234,2.88638,1.5394,0.16494,0.0,0.0,0.0,0.0,0.0,0.0
818,T. Chorý,2342.0,2,0.65329,0.15371,3.18958,1.42186,0.269,45.0,2.0,0.0,2.0,2.0,0.0
196156,Thiago,3451.0,3,0.65198,0.02608,1.82556,1.19965,0.20864,0.0,0.0,0.0,0.0,0.0,0.0
45175,L. Shankland,5533.0,2,0.65064,0.11386,2.43991,1.44768,0.14639,0.0,0.0,0.0,0.0,0.0,0.0
77037,J. Lukić,2504.0,1,0.64696,0.07188,1.76118,1.04233,0.28754,0.0,0.0,0.0,0.0,0.0,0.0
2983,J. Fajardo,1398.0,2,0.64378,0.06438,2.70386,1.22318,0.45064,285.0,0.0,0.0,1.26316,0.0,0.31579
350799,Jeremy Arévalo,1259.0,4,0.64337,0.07149,2.07307,1.35822,0.14297,10.0,0.0,0.0,0.0,0.0,0.0
2664,Trézéguet,2389.0,3,0.64044,0.03767,3.27752,1.58225,0.15069,578.0,0.46713,0.15571,1.55709,0.77855,0.31142
790,E. Džeko,4078.0,4,0.64002,0.13242,3.72977,1.94213,0.11035,831.0,0.43321,0.1083,2.05776,1.19134,0.21661
41585,Gonçalo Ramos,1730.0,5,0.62428,0.05202,3.3815,1.97688,0.15607,0.0,0.0,0.0,0.0,0.0,0.0
952,C. Fassnacht,2755.0,2,0.62069,0.22868,2.12341,1.11071,0.098,0.0,0.0,0.0,0.0,0.0,0.0
26475,D. Undav,3643.0,4,0.61762,0.37057,3.26105,1.67993,0.19764,0.0,0.0,0.0,0.0,0.0,0.0
108563,R. Zalazar,2625.0,2,0.61714,0.20571,2.19429,1.23429,0.27429,225.0,0.0,0.4,0.8,0.4,0.0
8492,A. Sørloth,2919.0,6,0.61665,0.03083,2.86742,1.75745,0.18499,0.0,0.0,0.0,0.0,0.0,0.0
2722,A. El Kaabi,2921.0,3,0.61623,0.09243,2.9887,1.72544,0.09243,782.0,0.46036,0.11509,2.30179,0.80563,0.0
386828,Lamine Yamal,3828.0,5,0.61129,0.39969,2.91536,1.45768,0.14107,0.0,0.0,0.0,0.0,0.0,0.0
36088,G. Martínez,1767.0,3,0.61121,0.0,2.54669,1.42615,0.40747,0.0,0.0,0.0,0.0,0.0,0.0
53535,E. Shomurodov,3263.0,2,0.6068,0.16549,2.31689,1.32394,0.02758,84.0,0.0,0.0,1.07143,1.07143,0.0
42315,M. Taremi,1791.0,3,0.60302,0.20101,2.81407,1.35678,0.20101,90.0,0.0,0.0,1.0,1.0,0.0
25297,M. Gregoritsch,1351.0,3,0.59956,0.19985,2.19837,0.99926,0.33309,0.0,0.0,0.0,0.0,0.0,0.0
47348,Borja Iglesias,2717.0,3,0.59625,0.09937,1.88811,1.19249,0.29812,0.0,0.0,0.0,0.0,0.0,0.0
339887,C. Uzun,1522.0,3,0.59133,0.29566,2.30618,1.41919,0.1774,11.0,0.0,0.0,0.0,0.0,0.0
427,H. Wright,2755.0,3,0.58802,0.06534,2.6461,1.27405,0.13067,166.0,1.62651,0.0,2.16867,1.62651,0.0
82090,B. Thomas-Asante,1991.0,2,0.58764,0.18081,2.30537,1.17529,0.0,122.0,0.0,0.0,2.21311,0.0,0.0
24810,J. Córdoba,2618.0,3,0.58442,0.20626,2.33766,1.34072,0.24064,77.0,0.0,0.0,1.16883,0.0,0.0
33289,Koki Ogawa,1386.0,2,0.58442,0.19481,2.20779,1.23377,0.06494,190.0,0.47368,0.0,2.84211,2.36842,0.47368
85041,A. Gouiri,1702.0,4,0.58167,0.26439,2.0094,1.2691,0.10576,373.0,0.96515,0.24129,2.41287,1.44772,0.24129
161897,I. Saibari,2960.0,4,0.5777,0.27365,2.85811,1.33784,0.15203,971.0,0.37075,0.09269,1.5757,0.92688,0.18538
2001,C. Larin,1559.0,4,0.57729,0.11546,2.13598,1.44323,0.34638,174.0,0.0,0.0,1.03448,0.51724,0.0
295513,J. López,3431.0,5,0.57709,0.10493,2.96415,1.44273,0.20985,71.0,0.0,1.26761,3.80282,2.53521,0.0
2489,L. Díaz,4065.0,4,0.57565,0.42066,2.34686,1.50554,0.2214,287.0,0.62718,0.0,1.56794,0.94077,0.0
329163,A. Boulbina,1255.0,2,0.57371,0.21514,2.86853,1.21912,0.21514,50.0,1.8,0.0,5.4,5.4,0.0
978,K. Havertz,1128.0,6,0.55851,0.39894,1.51596,0.87766,0.15957,0.0,0.0,0.0,0.0,0.0,0.0
726,A. Kramarić,2421.0,2,0.55762,0.2974,1.93309,1.30112,0.11152,0.0,0.0,0.0,0.0,0.0,0.0
21509,M. Thuram,3077.0,6,0.55574,0.23399,2.51544,1.22847,0.08775,0.0,0.0,0.0,0.0,0.0,0.0
46930,E. Demirović,2446.0,5,0.55192,0.14718,2.06051,1.06705,0.25756,404.0,0.22277,0.0,3.34158,1.33663,0.44554
138787,A. Gordon,2969.0,5,0.54564,0.15157,2.03099,1.27316,0.15157,148.0,0.0,0.0,2.43243,1.21622,0.0
21613,L. Joseph,1825.0,3,0.54247,0.19726,2.41644,1.43014,0.24658,0.0,0.0,0.0,0.0,0.0,0.0
46746,A. Budimir,2989.0,2,0.54199,0.0,2.70994,1.26464,0.12044,0.0,0.0,0.0,0.0,0.0,0.0
17,C. Pulišić,1993.0,4,0.5419,0.18063,2.2579,1.44506,0.04516,169.0,0.0,0.0,2.13018,0.0,0.0
714,N. Amiri,2838.0,3,0.53911,0.09514,1.55391,0.98309,0.31712,0.0,0.0,0.0,0.0,0.0,0.0
44701,Khalid Al Ghannam,2199.0,2,0.53206,0.24557,1.39154,1.14598,0.16371,0.0,0.0,0.0,0.0,0.0,0.0
6483,G. Ávalos,4751.0,3,0.53041,0.1326,1.97011,1.004,0.15155,0.0,0.0,0.0,0.0,0.0,0.0
909,M. Rashford,2718.0,5,0.5298,0.36424,2.81457,1.5894,0.09934,45.0,0.0,0.0,0.0,0.0,0.0
20674,S. Banza,516.0,1,0.52326,0.17442,2.26744,1.22093,0.17442,148.0,0.0,0.0,1.21622,1.21622,0.0
48497,C. Itten,3268.0,3,0.52326,0.08262,2.2858,1.18421,0.22032,0.0,0.0,0.0,0.0,0.0,0.0
2218,I. Sarr,3617.0,4,0.52253,0.02488,1.96572,1.09483,0.09953,791.0,0.34134,0.11378,1.59292,1.02402,0.11378
18979,V. Gyökeres,3633.0,6,0.52023,0.07432,1.90751,0.96614,0.14864,606.0,0.89109,0.14851,2.82178,1.63366,0.14851
66387,P. Šulc,2599.0,5,0.51943,0.34629,1.59292,0.90035,0.17314,26.0,0.0,0.0,0.0,0.0,3.46154
66340,J. Kuchta,2086.0,2,0.51774,0.34516,2.37296,0.94919,0.34516,45.0,0.0,0.0,0.0,0.0,0.0
162707,E. Wahi,1742.0,5,0.51665,0.25832,2.32491,1.60161,0.36165,236.0,0.0,0.0,0.0,0.0,0.0
96615,I. Díaz,4010.0,4,0.51621,0.15711,2.44638,1.16708,0.04489,172.0,1.04651,0.0,2.09302,1.56977,0.0
138835,F. Balogun,3314.0,4,0.51599,0.10863,2.47133,1.33072,0.13579,269.0,0.66914,0.0,3.34572,2.34201,0.33457
201354,E. Makgopa,1402.0,2,0.51355,0.25678,2.1826,0.96291,0.0,155.0,0.58065,0.0,2.90323,0.58065,0.0
6009,J. Álvarez,3685.0,5,0.51289,0.24423,2.39349,1.41655,0.04885,78.0,0.0,0.0,1.15385,1.15385,0.0
19617,M. Olise,4387.0,6,0.51288,0.53339,2.60543,1.74379,0.24618,0.0,0.0,0.0,0.0,0.0,0.0
202696,I. Matanović,2648.0,3,0.50982,0.13595,2.2432,1.05363,0.13595,93.0,0.0,0.0,0.0,0.0,0.0
36905,G. Til,3004.0,4,0.50932,0.20972,1.73768,1.0486,0.11984,0.0,0.0,0.0,0.0,0.0,0.0
47323,Mikel Oyarzabal,3181.0,2,0.50927,0.11317,1.98051,1.18831,0.14146,0.0,0.0,0.0,0.0,0.0,0.0
28382,H. Tabaković,2659.0,2,0.50771,0.10154,2.16623,1.11696,0.16924,132.0,0.0,0.0,0.68182,0.0,0.0
566059,R. Elloumi,355.0,2,0.50704,0.0,1.01408,0.50704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51617,D. Núñez,1601.0,2,0.50593,0.28107,2.75453,1.63023,0.11243,0.0,0.0,0.0,0.0,0.0,0.0
33321,Keito Nakamura,2491.0,2,0.50582,0.10839,2.34845,1.51746,0.07226,245.0,0.73469,0.36735,1.83673,1.10204,0.0
20079,H. Souttar,178.0,1,0.50562,0.0,1.01124,1.01124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2544,Akram Afif,2169.0,4,0.49793,0.45643,1.65975,0.95436,0.20747,90.0,1.0,0.0,1.0,1.0,0.0
44382,Abdullah Al Hamdan,1087.0,5,0.49678,0.0828,1.73873,1.15915,0.24839,485.0,0.5567,0.37113,2.59794,1.6701,0.18557
284869,T. Fruk,2904.0,2,0.49587,0.06198,2.35537,1.17769,0.09298,0.0,0.0,0.0,0.0,0.0,0.0
19281,A. Semenyo,3893.0,7,0.48549,0.13871,1.91883,1.08657,0.16183,383.0,0.0,0.0,0.70496,0.23499,0.23499
34710,Oh Hyeon-Gyu,2970.0,4,0.48485,0.15152,2.57576,1.48485,0.15152,254.0,0.70866,0.35433,3.18898,1.41732,0.0
44551,Saleh Al Shehri,1118.0,3,0.48301,0.2415,2.81753,1.44902,0.161,222.0,0.40541,0.0,2.02703,1.62162,0.0
395075,Mostafa Zico,1494.0,3,0.48193,0.18072,2.16867,1.26506,0.18072,0.0,0.0,0.0,0.0,0.0,0.0
127769,Gabriel Martinelli,2434.0,6,0.48069,0.33279,1.92276,1.07231,0.18488,57.0,1.57895,0.0,1.57895,1.57895,0.0
276,Neymar,2066.0,3,0.47919,0.04356,2.30881,1.21975,0.30494,0.0,0.0,0.0,0.0,0.0,0.0
48002,B. Nygren,4324.0,5,0.47872,0.1457,2.14385,1.31129,0.12488,268.0,0.67164,0.0,2.35075,1.6791,0.0
51618,B. Rodríguez,3025.0,6,0.47603,0.29752,2.32066,1.19008,0.14876,120.0,0.0,0.0,0.75,0.75,0.0
18830,M. Arnautović,1706.0,3,0.47479,0.47479,2.53224,1.21336,0.10551,0.0,0.0,0.0,0.0,0.0,0.0
127429,I. Rayners,3057.0,3,0.47105,0.23553,2.38469,1.17763,0.05888,794.0,0.4534,0.11335,1.47355,0.79345,0.2267
1640,H. Çalhanoğlu,2310.0,5,0.46753,0.42857,1.75325,0.93506,0.27273,386.0,0.46632,0.0,1.39896,0.93264,0.0
89982,S. Moghanlou,2512.0,2,0.46576,0.10748,1.68392,0.8957,0.21497,0.0,0.0,0.0,0.0,0.0,0.0
421,B. Embolo,2132.0,3,0.46435,0.12664,1.94184,0.97092,0.21107,302.0,0.89404,0.0,1.19205,1.19205,0.0
2612,G. de Arrascaeta,6032.0,7,0.46253,0.35809,1.86505,0.86538,0.1492,67.0,1.34328,0.0,4.02985,2.68657,0.0
482605,G. Mora,1557.0,2,0.46243,0.0578,1.44509,0.92486,0.11561,665.0,0.40602,0.40602,1.62406,0.81203,0.0
351587,T. Oluwaseyi,3526.0,6,0.45944,0.22972,2.22065,1.27623,0.17867,510.0,0.17647,0.35294,2.29412,0.70588,0.0
19366,O. Watkins,4120.0,5,0.45874,0.15291,1.90049,1.2233,0.08738,45.0,2.0,0.0,4.0,2.0,0.0
314377,S. Baždar,788.0,3,0.45685,0.0,2.28426,1.37056,0.11421,126.0,0.71429,0.0,0.0,0.0,0.0
51648,C. Waterman,3972.0,2,0.45317,0.06798,1.9713,0.99698,0.29456,2135.0,0.4637,0.08431,2.06557,1.05386,0.33724
70670,I. Pitta,1796.0,3,0.451,0.10022,1.45323,0.80178,0.35078,0.0,0.0,0.0,0.0,0.0,0.0
113580,Willy Semedo,1400.0,2,0.45,0.19286,2.50714,1.35,0.45,689.0,0.39187,0.0,1.43687,1.04499,0.26125
35885,A. Zendejas,2819.0,6,0.44697,0.25541,1.62824,0.92586,0.25541,47.0,0.0,0.0,1.91489,1.91489,3.82979
8794,G. Hirst,2222.0,3,0.44554,0.12151,2.22772,1.17462,0.20252,136.0,0.66176,0.0,2.64706,1.98529,0.0
34431,Lee Dong-Gyeong,1622.0,3,0.4439,0.33292,2.71887,1.44266,0.05549,614.0,0.29316,0.14658,2.34528,0.87948,0.14658
762,Vinícius Júnior,4711.0,5,0.4394,0.21015,2.59817,1.45192,0.22925,320.0,0.28125,0.28125,1.40625,0.84375,0.0
658,H. Aouar,3084.0,3,0.43774,0.14591,1.60506,0.93385,0.14591,327.0,0.55046,0.0,0.82569,0.55046,0.0
260865,M. Pašalić,2888.0,3,0.43629,0.15582,2.27493,1.46468,0.09349,0.0,0.0,0.0,0.0,0.0,0.0
22236,Rafael Leão,2063.0,3,0.43626,0.13088,2.22492,1.1779,0.21813,0.0,0.0,0.0,0.0,0.0,0.0
334915,F. Ghedjemis,3098.0,2,0.43577,0.08715,2.26598,1.07489,0.1162,0.0,0.0,0.0,0.0,0.0,0.0
334429,O. Diakité,1457.0,2,0.4324,0.0,2.03844,1.11187,0.30885,599.0,0.45075,0.15025,1.80301,0.75125,0.3005
47582,C. Hernández,3127.0,3,0.43172,0.08634,2.44643,1.0937,0.20147,60.0,0.0,0.0,0.0,0.0,0.0
513776,Y. Diomande,2717.0,2,0.43062,0.29812,1.49061,0.92749,0.06625,352.0,0.25568,0.0,0.76705,0.51136,0.25568
329409,E. Bajraktarevic,1475.0,4,0.42712,0.24407,1.95254,1.40339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343027,D. Doué,2954.0,7,0.42654,0.24374,2.19364,1.15775,0.06093,103.0,0.87379,0.0,0.0,0.0,0.87379
14379,C. Ndiaye,2116.0,5,0.42533,0.1276,1.70132,0.89319,0.17013,183.0,0.98361,0.0,3.44262,1.96721,0.0
195067,J. Margaritha,4033.0,4,0.424,0.37937,1.76296,1.13811,0.17853,216.0,0.0,0.0,0.41667,0.0,0.0
25927,J. Mateta,3405.0,4,0.42291,0.0793,2.35242,1.29515,0.10573,0.0,0.0,0.0,0.0,0.0,0.0
395559,Kerim-Sam Alajbegović,2412.0,4,0.41045,0.14925,2.64925,1.45522,0.14925,299.0,0.60201,0.0,0.0,0.0,0.301
44340,Salem Al Dawsari,2427.0,3,0.40791,0.29666,1.92831,0.92707,0.0,90.0,0.0,0.0,2.0,1.0,1.0
304,S. Mané,4657.0,4,0.40584,0.28989,2.43504,1.25617,0.17393,1261.0,0.35686,0.21412,2.06979,1.28469,0.07137
414149,R. Mofokeng,2222.0,2,0.40504,0.32403,2.26823,1.0126,0.08101,258.0,0.0,0.0,2.7907,1.74419,0.0
142959,K. Aktürkoğlu,3338.0,7,0.40443,0.2157,1.91432,1.15938,0.10785,161.0,0.55901,0.0,1.67702,1.11801,0.0
340173,Ermin Mahmić,1559.0,1,0.40411,0.17319,3.05965,1.27004,0.34638,0.0,0.0,0.0,0.0,0.0,0.0
7722,S. Kalajdzic,1353.0,3,0.39911,0.33259,2.4612,1.13082,0.13304,0.0,0.0,0.0,0.0,0.0,0.0
179893,O. Appollis,2933.0,2,0.39891,0.2148,2.5162,1.35015,0.03069,881.0,0.51078,0.10216,1.53235,1.12372,0.0
25414,J. Yeboah,2716.0,2,0.39764,0.33137,2.68409,1.62371,0.09941,278.0,0.0,0.32374,0.64748,0.32374,0.32374
84087,W. Isidor,1365.0,3,0.3956,0.0,2.30769,1.12088,0.13187,0.0,0.0,0.0,0.0,0.0,0.0
18931,C. Wood,1143.0,2,0.3937,0.0,2.12598,0.94488,0.0,198.0,0.45455,0.0,3.18182,2.27273,0.0
35533,E. Valencia,2291.0,4,0.39284,0.03928,2.19991,1.06067,0.19642,157.0,0.0,0.0,2.29299,1.1465,0.0
15683,G. Nilsson,1151.0,3,0.39096,0.0,2.50217,1.25109,0.39096,29.0,0.0,0.0,0.0,0.0,0.0
95460,A. Arce,2093.0,3,0.387,0.172,2.27903,1.03201,0.172,102.0,0.88235,0.0,1.76471,0.88235,0.0
47545,G. Kakuta,2097.0,2,0.38627,0.21459,1.54506,0.64378,0.12876,171.0,1.05263,0.52632,2.10526,1.05263,0.0
377122,Endrick,1868.0,7,0.38544,0.33726,2.84261,1.73448,0.28908,0.0,0.0,0.0,0.0,0.0,0.0
2500,F. Balbuena,234.0,1,0.38462,0.0,0.38462,0.38462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301528,A. Schjelderup,2575.0,4,0.38447,0.20971,1.11845,0.69903,0.10485,827.0,0.76179,0.10883,0.21765,0.10883,0.21765
407806,Rayan,5629.0,5,0.38373,0.04797,1.9666,1.15118,0.11192,430.0,0.2093,0.0,1.67442,1.04651,0.0
290212,D. Višinský,2130.0,3,0.38028,0.04225,1.43662,0.88732,0.29577,127.0,0.0,0.0,0.0,0.0,0.0
94322,C. McCowatt,2852.0,2,0.37868,0.15778,2.14586,1.45161,0.12623,217.0,0.0,0.0,0.41475,0.41475,0.0
70535,Ibrahim Adel,719.0,2,0.37552,0.12517,3.25452,1.87761,0.37552,342.0,0.52632,0.26316,1.84211,1.31579,0.52632
39073,J. Hauge,3392.0,3,0.37146,0.2388,1.22052,0.63679,0.0796,0.0,0.0,0.0,0.0,0.0,0.0
158644,M. Beier,2916.0,5,0.37037,0.21605,1.57407,0.8642,0.18519,360.0,0.5,0.0,0.0,0.0,0.0
337740,Š. Chaloupek,2433.0,3,0.36991,0.07398,1.25771,0.62885,0.22195,945.0,0.0,0.0,0.28571,0.09524,0.28571
326067,A. Hadj-Moussa,3443.0,4,0.36596,0.18298,1.67296,1.0456,0.20912,182.0,0.0,0.98901,0.98901,0.98901,1.48352
275651,A. Bonny,1723.0,5,0.36564,0.36564,1.25363,0.67905,0.05223,0.0,0.0,0.0,0.0,0.0,0.0
380978,A. Ouédraogo,986.0,2,0.36511,0.27383,1.73428,1.18661,0.0,123.0,0.0,0.0,0.73171,0.0,0.0
339883,K. Yıldız,4192.0,5,0.36498,0.23616,2.10401,1.22376,0.08588,322.0,0.2795,0.0,0.83851,0.0,0.0
70747,J. Enciso,2966.0,3,0.36413,0.2731,2.51854,1.27444,0.06069,124.0,0.0,1.45161,2.17742,1.45161,0.0
292924,A. Benbouali,1240.0,2,0.3629,0.29032,1.8871,1.08871,0.3629,0.0,0.0,0.0,0.0,0.0,0.0
48389,N. Okafor,1985.0,4,0.36272,0.13602,1.45088,0.86146,0.13602,108.0,0.0,0.83333,0.83333,0.0,0.0
278370,D. Gómez,2485.0,3,0.36217,0.03622,1.44869,0.76056,0.36217,247.0,0.36437,0.0,1.45749,0.72874,0.0
306,Mohamed Salah,3244.0,5,0.36067,0.30518,2.164,1.10974,0.05549,824.0,0.65534,0.10922,1.20146,1.09223,0.0
25416,W. Weghorst,2246.0,3,0.36064,0.16028,1.92342,0.88157,0.36064,0.0,0.0,0.0,0.0,0.0,0.0
2639,Sultan Mandash,1501.0,3,0.35976,0.35976,1.31912,0.83944,0.17988,0.0,0.0,0.0,0.0,0.0,0.0
433272,Findlay Curtis,1752.0,6,0.35959,0.20548,2.10616,0.97603,0.10274,0.0,0.0,0.0,0.0,0.0,0.0
161904,B. Barcola,3258.0,7,0.35912,0.22099,2.20994,1.35359,0.08287,188.0,0.95745,0.0,0.0,0.0,0.0
179699,F. Mayele,2537.0,5,0.35475,0.07095,2.1285,1.24162,0.10642,348.0,0.25862,0.25862,3.36207,0.77586,0.25862
181812,J. Musiala,1269.0,4,0.35461,0.42553,1.91489,0.99291,0.21277,0.0,0.0,0.0,0.0,0.0,0.0
6938,B. Waine,1779.0,4,0.35413,0.05059,1.77066,1.11298,0.15177,204.0,0.0,0.0,0.44118,0.44118,0.0
350037,N. Paz,3316.0,3,0.35283,0.18999,2.68697,1.5199,0.16285,122.0,0.0,0.0,2.21311,2.21311,0.0
454,Y. Akgün,2304.0,3,0.35156,0.35156,1.5625,0.625,0.07812,176.0,0.0,0.0,3.57955,1.02273,0.0
136723,N. Madueke,3331.0,8,0.35125,0.08106,1.32393,0.78355,0.05404,19.0,0.0,0.0,0.0,0.0,0.0
925,Gonçalo Guedes,2321.0,2,0.34899,0.31021,1.58983,0.89186,0.19388,0.0,0.0,0.0,0.0,0.0,0.0
2887,R. Jiménez,2579.0,3,0.34897,0.10469,2.16363,0.83753,0.17449,594.0,0.45455,0.0,1.9697,1.21212,0.15152
200139,M. Amoura,2065.0,2,0.34867,0.13075,2.22276,0.82809,0.13075,558.0,0.16129,0.32258,1.6129,1.12903,0.32258
2864,A. Isak,1044.0,3,0.34483,0.08621,2.15517,1.2069,0.0,151.0,0.59603,0.59603,2.98013,1.19205,0.0
33224,D. Maeda,3659.0,3,0.34436,0.22137,1.5988,0.86089,0.19678,125.0,0.0,0.0,0.0,0.0,0.0
375930,K. Goto,2885.0,1,0.34315,0.21837,1.59099,0.7799,0.15598,22.0,0.0,0.0,0.0,0.0,0.0
29937,A. Hosseinzadeh,2363.0,3,0.34278,0.19044,1.82818,0.87601,0.11426,70.0,1.28571,0.0,2.57143,1.28571,0.0
295026,M. Baturina,3414.0,3,0.34271,0.2109,1.34446,0.71178,0.02636,167.0,0.53892,0.0,0.0,0.0,0.0
145465,Hussein Ali,526.0,1,0.34221,0.0,0.51331,0.51331,1.02662,0.0,0.0,0.0,0.0,0.0,0.0
19524,C. Adams,2115.0,2,0.34043,0.08511,1.61702,0.89362,0.0,114.0,2.36842,0.78947,3.15789,2.36842,0.0
903,S. McTominay,3706.0,4,0.33999,0.07285,2.16136,0.99568,0.04857,80.0,0.0,0.0,0.0,0.0,0.0
212233,B. Gutiérrez,3196.0,2,0.33792,0.11264,2.16834,1.23905,0.33792,118.0,0.0,0.0,0.76271,0.0,0.0
361966,K. Rodríguez,2939.0,4,0.33685,0.12249,2.66417,1.28615,0.06125,126.0,0.0,0.0,0.71429,0.71429,0.0
3033,C. Bakambu,1069.0,3,0.33676,0.25257,2.35734,1.01029,0.33676,239.0,0.37657,0.0,1.88285,1.50628,0.37657
8489,J. David,2415.0,4,0.3354,0.18634,1.56522,0.78261,0.0,655.0,0.41221,0.1374,0.96183,0.54962,0.0
162222,I. Bašić,269.0,2,0.33457,0.0,0.66914,0.66914,0.66914,360.0,0.0,0.0,0.25,0.25,0.75
410016,P. Adu,2167.0,3,0.33226,0.04153,2.78265,1.61975,0.37379,108.0,0.0,0.0,1.66667,0.83333,0.0
265448,M. Farji,2446.0,3,0.33115,0.14718,1.80294,0.91987,0.25756,130.0,0.69231,0.0,2.07692,0.69231,0.0
629,K. De Bruyne,1360.0,2,0.33088,0.26471,1.45588,0.72794,0.06618,0.0,0.0,0.0,0.0,0.0,0.0
226765,E. Stroud,2449.0,1,0.33075,0.18375,1.50674,0.73499,0.147,0.0,0.0,0.0,0.0,0.0,0.0
1165,Matheus Cunha,2745.0,5,0.32787,0.13115,2.09836,1.18033,0.13115,223.0,0.0,0.40359,1.61435,0.40359,0.0
199310,A. Ben Slimane,1373.0,3,0.32775,0.3933,1.5732,1.24545,0.2622,70.0,0.0,0.0,0.0,0.0,0.0
158688,J. Randall,2475.0,1,0.32727,0.29091,2.10909,1.27273,0.07273,57.0,0.0,0.0,1.57895,0.0,0.0
563,Álex Grimaldo,4128.0,4,0.32703,0.26163,1.50436,0.78488,0.17442,0.0,0.0,0.0,0.0,0.0,0.0
25348,V. Darida,2775.0,1,0.32432,0.0973,1.49189,0.81081,0.06486,0.0,0.0,0.0,0.0,0.0,0.0
