fixture_id,team_id,opp_id,is_home,xg
1528280,1532,7,1,
1528280,7,1532,0,
1522230,31,2380,1,
1522230,2380,31,0,
1528276,1531,11,1,
1528276,11,1531,0,
1514468,14,23,1,
1514468,23,14,0,
1503006,1090,15,1,
1503006,15,1090,0,
1501816,25,1504,1,
1501816,1504,25,0,
1514465,8,2,1,
1514465,2,8,0,
1514464,16,27,1,
1514464,27,16,0,
1503003,2384,1,1,
1503003,1,2384,0,
1512760,5529,18,1,
1512760,18,5529,0,
1511777,1108,12,1,
1511777,12,1108,0,
1527861,13,30,1,
1527861,30,13,0,
1527860,17,1501,1,
1527860,1501,17,0,
1536911,26,1491,1,
1536911,1491,26,0,
1522229,31,2382,1,
1522229,2382,31,0,
1536910,9,14,1,
1536910,14,9,0,
1502470,10,7,1,
1502470,7,10,0,
1502471,15,25,1,
1502471,25,15,0,
1503005,1118,1090,1,
1503005,1090,1118,0,
1514461,23,32,1,
1514461,32,23,0,
1511731,775,1504,1,
1511731,1504,775,0,
1527857,1531,11,1,
1527857,11,1531,0,
1512757,8,3,1,
1512757,3,8,0,
1501815,6,2,1,
1501815,2,6,0,
1487929,767,1113,1,
1487929,1113,767,0,
1487928,772,5,1,
1487928,5,772,0,
1487923,770,776,1,
1487923,776,770,0,
1487922,777,774,1,
1487922,774,777,0,
1502468,16,18,1,
1502468,18,16,0,
1501811,2381,16,1,
1501811,16,2381,0,
1501810,11,16,1,0.06
1501810,16,11,0,1.05
1508003,13,31,1,
1508003,31,13,0,
1501808,5529,5161,1,
1501808,5161,5529,0,
1508002,32,19,1,
1508002,19,32,0,
1505617,19,31,1,
1505617,31,19,0,
1505616,13,32,1,
1505616,32,13,0,
1503402,32,1501,1,
1503402,1501,32,0,
1503401,1532,19,1,
1503401,19,1532,0,
1502467,1530,31,1,
1502467,31,1530,0,
1502450,1500,13,1,
1502450,13,1500,0,
1501841,1501,1502,1,
1501841,1502,1501,0,
1501840,1532,1508,1,
1501840,1508,1532,0,
1501838,32,1516,1,
1501838,1516,32,0,
1501837,1531,1530,1,
1501837,1530,1531,0,
1501836,31,1489,1,
1501836,1489,31,0,
1501835,1500,28,1,
1501835,28,1500,0,
1501834,13,1510,1,
1501834,1510,13,0,
1347273,1503,1501,1,
1347273,1501,1503,0,
1347271,1521,1532,1,
1347271,1532,1521,0,
1347269,1516,13,1,
1347269,13,1516,0,
1347270,1520,1508,1,
1347270,1508,1520,0,
1347268,1489,28,1,
1347268,28,1489,0,
1347263,1507,31,1,
1347263,31,1507,0,
1347265,1529,32,1,
1347265,32,1529,0,
1347266,1522,1531,1,
1347266,1531,1522,0,
1347261,1501,1530,1,
1347261,1530,1501,0,
1347259,1532,1502,1,
1347259,1502,1532,0,
1347255,19,28,1,
1347255,28,19,0,
1347257,13,1508,1,
1347257,1508,13,0,
1347251,31,1500,1,
1347251,1500,31,0,
1347253,32,1531,1,
1347253,1531,32,0,
1347249,1501,1512,1,
1347249,1512,1501,0,
1347247,1532,1510,1,
1347247,1510,1532,0,
1347244,28,1519,1,
1347244,1519,28,0,
1347245,13,1520,1,
1347245,1520,13,0,
1347246,1508,1516,1,
1347246,1516,1508,0,
1347241,32,1522,1,
1347241,1522,32,0,
1347242,1531,1529,1,
1347242,1529,1531,0,
1347239,31,1524,1,
1347239,1524,31,0,
1491701,32,19,1,
1491701,19,32,0,
1491700,1508,1507,1,
1491700,1507,1508,0,
1469294,2382,4673,1,
1469294,4673,2382,0,
1472256,16,2380,1,
1472256,2380,16,0,
1485025,8,20,1,
1485025,20,8,0,
1397472,2386,5164,1,
1397472,5164,2386,0,
1453336,2385,5530,1,
1453336,5530,2385,0,
1397467,11,5159,1,
1397467,5159,11,0,
1457379,2384,7,1,
1457379,7,2384,0,
1323373,1,1107,1,3.37
1323373,1107,1,0,0.01
1323368,5,1091,1,1.01
1323368,1091,5,0,2.17
1366326,9,777,1,3.08
1366326,777,9,0,1.43
1323371,775,1113,1,1.02
1323371,1113,775,0,0.76
1366325,1108,21,1,1.67
1366325,21,1108,0,2.49
1323367,1111,15,1,0.5
1323367,15,1111,0,0.48
1485023,6,28,1,
1485023,28,6,0,
1486560,31,1519,1,
1486560,1519,31,0,
1485018,1548,1500,1,
1485018,1500,1548,0,
1486559,23,1532,1,
1486559,1532,23,0,
1481800,1567,1563,1,
1481800,1563,1567,0,
1486550,1552,1501,1,
1486550,1501,1552,0,
1485019,17,1504,1,
1485019,1504,17,0,
1469293,12,2381,1,
1469293,2381,12,0,
1366323,1118,1097,1,3.2
1366323,1097,1118,0,0.47
1366324,1109,3,1,0.95
1366324,3,1109,0,3.14
1323366,770,1093,1,2.88
1323366,1093,770,0,0.0
1366322,25,773,1,3.28
1366322,773,25,0,0.86
1486542,1569,1522,1,
1486542,1522,1569,0,
1366321,768,1090,1,0.89
1366321,1090,768,0,1.42
1486230,19,1508,1,
1486230,1508,19,0,
1323361,778,10,1,0.6
1323361,10,778,0,1.66
1366320,1096,2,1,0.42
1366320,2,1096,0,2.04
1366319,27,1094,1,5.8
1366319,1094,27,0,0.62
1469292,16,7,1,
1469292,7,16,0,
1469291,8,4673,1,
1469291,4673,8,0,
1457378,2384,2380,1,
1457378,2380,2384,0,
1323357,1117,1108,1,2.78
1323357,1108,1117,0,1.47
1323358,1113,774,1,1.75
1323358,774,1113,0,1.18
1323356,15,5,1,2.16
1323356,5,15,0,0.77
1323353,1106,775,1,0.39
1323353,775,1106,0,2.18
1366317,1104,9,1,0.45
1366317,9,1104,0,3.32
1323352,777,1103,1,2.46
1323352,1103,777,0,0.31
1485012,6,13,1,
1485012,13,6,0,
1323351,1095,1,1,0.4
1323351,1,1095,0,2.15
1485007,1531,1507,1,
1485007,1507,1531,0,
1485010,2379,20,1,
1485010,20,2379,0,
1366316,3,1098,1,2.04
1366316,1098,3,0,0.51
1366315,24,1118,1,1.14
1366315,1118,24,0,1.27
1366314,1102,25,1,0.46
1366314,25,1102,0,1.45
1486407,31,1512,1,
1486407,1512,31,0,
1485004,1529,26,1,
1485004,26,1529,0,
1469290,17,2381,1,
1469290,2381,17,0,
1485003,12,1504,1,
1485003,1504,12,0,
1446018,5161,11,1,
1446018,11,5161,0,
1446022,2386,29,1,
1446022,29,2386,0,
1457377,5529,2382,1,
1457377,2382,5529,0,
1446020,5158,5530,1,
1446020,5530,5158,0,
1366312,776,27,1,1.17
1366312,27,776,0,2.66
1323347,10,14,1,0.93
1323347,14,10,0,1.06
1366311,2,772,1,2.7
1366311,772,2,0,0.0
1483272,1530,1508,1,
1483272,1508,1530,0,
1323345,1090,1101,1,2.48
1323345,1101,1090,0,0.67
1450867,770,1115,1,
1450867,1115,770,0,
1481801,1563,1567,1,
1481801,1567,1563,0,
1436252,16,2382,1,
1436252,2382,16,0,
1405465,2384,20,1,
1405465,20,2384,0,
1446014,11,8171,1,
1446014,8171,11,0,
1396845,5529,8,1,
1396845,8,5529,0,
1457376,5539,26,1,
1457376,26,5539,0,
1446015,5530,5168,1,
1446015,5168,5530,0,
1126094,13,1491,1,
1126094,1491,13,0,
1126103,31,1517,1,
1126103,1517,31,0,
1126106,1501,1511,1,
1126106,1511,1501,0,
1126092,1508,1510,1,
1126092,1510,1508,0,
1479255,23,1567,1,
1479255,1567,23,0,
1323342,1092,10,1,0.47
1323342,10,1092,0,2.9
1366308,9,1103,1,2.99
1366308,1103,9,0,0.4
1366309,27,769,1,2.33
1366309,769,27,0,2.27
1323338,777,1104,1,1.24
1323338,1104,777,0,0.85
1479254,1569,1563,1,
1479254,1563,1569,0,
1352746,1090,4673,1,
1352746,4673,1090,0,
1126095,1531,1514,1,
1126095,1514,1531,0,
1126109,1532,1519,1,
1126109,1519,1532,0,
1449845,17,2380,1,
1449845,2380,17,0,
1449844,12,6,1,
1449844,6,12,0,
1397460,4672,2386,1,
1397460,2386,4672,0,
1366307,18,2,1,0.82
1366307,2,18,0,2.5
1323334,5,1111,1,0.9
1323334,1111,5,0,1.44
1323333,1091,15,1,0.35
1323333,15,1091,0,0.46
1323337,767,1,1,0.92
1323337,1,767,0,3.44
1366306,771,25,1,1.15
1366306,25,771,0,1.0
1126098,1533,2995,1,
1126098,2995,1533,0,
1126112,28,1493,1,
1126112,1493,28,0,
1466848,1568,7,1,
1466848,7,1568,0,
1126113,1504,1524,1,
1126113,1524,1504,0,
1126091,32,1513,1,
1126091,1513,32,0,
1323331,774,775,1,0.59
1323331,775,774,0,0.11
1366305,3,1093,1,3.98
1366305,1093,3,0,0.01
1323329,1098,770,1,0.39
1323329,770,1098,0,1.84
1323328,1108,1100,1,1.09
1323328,1100,1108,0,0.86
1366303,1118,1099,1,2.86
1366303,1099,1118,0,0.67
1400027,16,8,1,
1400027,8,16,0,
1479253,1567,1571,1,
1479253,1571,1567,0,
1366301,27,776,1,3.74
1366301,776,27,0,0.1
1323325,1103,777,1,0.53
1323325,777,1103,0,1.84
1366300,9,1104,1,3.54
1366300,1104,9,0,0.01
1323324,1090,1116,1,2.51
1323324,1116,1090,0,0.19
1397449,5159,11,1,
1397449,11,5159,0,
1402649,2384,2382,1,
1402649,2382,2384,0,
1466666,26,2379,1,
1466666,2379,26,0,
1396844,5529,20,1,
1396844,20,5529,0,
1397451,5530,2385,1,
1397451,2385,5530,0,
1366298,25,1102,1,3.35
1366298,1102,25,0,0.16
1366299,2,1096,1,3.23
1366299,1096,2,0,0.14
1323321,1,1105,1,3.24
1323321,1105,1,0,0.05
1323319,5,15,1,1.28
1323319,15,5,0,2.59
1367144,4,22,1,
1367144,22,4,0,
1126069,1522,1531,1,
1126069,1531,1522,0,
1126083,1494,28,1,
1126083,28,1494,0,
1126065,1496,13,1,
1126065,13,1496,0,
1126066,1534,1508,1,
1126066,1508,1534,0,
1126077,1515,1501,1,
1126077,1501,1515,0,
1466665,7,5532,1,
1466665,5532,7,0,
1449843,17,6,1,
1449843,6,17,0,
1396843,12,2380,1,
1396843,2380,12,0,
1397454,5164,2386,1,
1397454,2386,5164,0,
1472255,31,1547,1,
1472255,1547,31,0,
1323314,1106,1113,1,2.83
1323314,1113,1106,0,1.64
1436809,24,4673,1,
1436809,4673,24,0,
1352905,10,767,1,
1352905,767,10,0,
1366297,770,3,1,0.7
1366297,3,770,0,0.69
1323313,775,1115,1,7.05
1323313,1115,775,0,0.46
1366296,1112,1118,1,0.35
1366296,1118,1112,0,3.24
1323311,1108,1117,1,1.35
1323311,1117,1108,0,1.38
1126080,8050,1532,1,
1126080,1532,8050,0,
1484886,1568,1570,1,
1484886,1570,1568,0,
1479251,1571,23,1,
1479251,23,1571,0,
1126062,1535,32,1,
1126062,32,1535,0,
1126087,1527,1504,1,
1126087,1504,1527,0,
1479250,1552,1569,1,
1479250,1569,1552,0,
1126072,1526,1533,1,
1126072,1533,1526,0,
1397447,29,2386,1,
1397447,2386,29,0,
1375500,16,17,1,
1375500,17,16,0,
1466347,5530,5158,1,
1466347,5158,5530,0,
1100319,2379,8,1,
1100319,8,2379,0,
1100318,2381,6,1,
1100318,6,2381,0,
1100321,2383,7,1,
1100321,7,2383,0,
1375501,2384,12,1,
1375501,12,2384,0,
1100322,30,2380,1,
1100322,2380,30,0,
1100320,2382,26,1,
1100320,26,2382,0,
1126050,1503,1501,1,
1126050,1501,1503,0,
1366293,2,18,1,3.77
1366293,18,2,0,0.8
1323310,14,10,1,0.02
1323310,10,14,0,3.56
1352904,767,5529,1,
1352904,5529,767,0,
1323303,1090,1114,1,8.1
1323303,1114,1090,0,0.17
1366294,769,27,1,0.76
1366294,27,769,0,2.35
1323307,1113,775,1,1.84
1323307,775,1113,0,1.81
1126041,1531,19,1,
1126041,19,1531,0,
1126038,1508,13,1,
1126038,13,1508,0,
1126035,1502,32,1,
1126035,32,1502,0,
1126044,1533,1530,1,
1126044,1530,1533,0,
1396842,4673,20,1,
1396842,20,4673,0,
1397443,11,5161,1,
1397443,5161,11,0,
1126059,1504,1500,1,
1126059,1500,1504,0,
1323300,1111,5,1,1.68
1323300,5,1111,0,0.6
1323302,1100,1108,1,0.72
1323302,1108,1100,0,2.3
1323301,15,1091,1,1.19
1323301,1091,15,0,0.81
1366292,3,1109,1,3.3
1366292,1109,3,0,0.16
1396841,770,23,1,
1396841,23,770,0,
1126053,1509,1532,1,
1126053,1532,1509,0,
1126056,1521,28,1,
1126056,28,1521,0,
1126047,1507,31,1,
1126047,31,1507,0,
1366289,777,9,1,0.42
1366289,9,777,0,3.14
1366288,25,771,1,1.64
1366288,771,25,0,0.11
1323299,1,1095,1,3.35
1323299,1095,1,0,0.17
1366287,1097,1118,1,0.33
1366287,1118,1097,0,1.0
1431009,1569,4,1,
1431009,4,1569,0,
1375499,16,12,1,
1375499,12,16,0,
1375498,2384,17,1,
1375498,17,2384,0,
1323294,1115,1113,1,0.11
1323294,1113,1115,0,3.93
1323293,775,1106,1,2.04
1323293,1106,775,0,1.66
1366286,1094,27,1,0.3
1366286,27,1094,0,3.67
1323291,10,1110,1,1.97
1323291,1110,10,0,0.1
1397440,5168,5530,1,
1397440,5530,5168,0,
1397442,2386,4672,1,
1397442,4672,2386,0,
1126022,31,1505,1,
1126022,1505,31,0,
1323289,1109,770,1,1.39
1323289,770,1109,0,2.06
1366283,772,2,1,1.84
1366283,2,772,0,2.21
1323284,1091,5,1,0.46
1323284,5,1091,0,1.04
1366285,1098,3,1,0.78
1366285,3,1098,0,2.03
1323285,15,1111,1,1.96
1323285,1111,15,0,0.27
1366282,21,1108,1,0.94
1366282,1108,21,0,0.76
1352745,774,5529,1,
1352745,5529,774,0,
1126015,1518,1531,1,
1126015,1531,1518,0,
1396840,20,4673,1,
1396840,4673,20,0,
1100315,6,2383,1,
1100315,2383,6,0,
1100314,7,30,1,
1100314,30,7,0,
1100313,8,2381,1,
1100313,2381,8,0,
1100316,2380,2382,1,
1100316,2382,2380,0,
1100317,26,2379,1,
1100317,2379,26,0,
1397437,8171,11,1,
1397437,11,8171,0,
1366281,1118,24,1,0.72
1366281,24,1118,0,0.25
1366280,1103,9,1,0.23
1366280,9,1103,0,3.41
1323283,1107,1,1,0.0
1323283,1,1107,0,3.93
1366279,773,25,1,1.24
1366279,25,773,0,1.69
1431008,4,1548,1,
1431008,1548,4,0,
1352744,1090,1099,1,
1352744,1099,1090,0,
1323280,1104,777,1,1.09
1323280,777,1104,0,0.7
1436251,23,1105,1,
1436251,1105,23,0,
1391246,2384,16,1,
1391246,16,2384,0,
1390639,16,4672,1,
1390639,4672,16,0,
1390638,2384,5161,1,
1390638,5161,2384,0,
1383571,2384,29,1,
1383571,29,2384,0,
1383918,5529,5161,1,
1383918,5161,5529,0,
1383570,16,23,1,
1383570,23,16,0,
1383917,11,4672,1,
1383917,4672,11,0,
1371378,5529,5159,1,
1371378,5159,5529,0,
1371379,4672,5530,1,
1371379,5530,4672,0,
1371377,11,2385,1,
1371377,2385,11,0,
1371374,16,29,1,
1371374,29,16,0,
1371373,2384,2386,1,
1371373,2386,2384,0,
1371372,23,5168,1,
1371372,5168,23,0,
1371370,5530,5529,1,
1371370,5529,5530,0,
1371369,5161,11,1,
1371369,11,5161,0,
1371367,23,2384,1,
1371367,2384,23,0,
1371366,5168,2386,1,
1371366,2386,5168,0,
1371365,8171,16,1,
1371365,16,8171,0,
1371363,5529,4672,1,
1371363,4672,5529,0,
1371362,5530,5159,1,
1371362,5159,5530,0,
1371360,11,10983,1,
1371360,10983,11,0,
1371358,2386,23,1,
1371358,23,2386,0,
1371357,2384,5168,1,
1371357,5168,2384,0,
1371356,16,5532,1,
1371356,5532,16,0,
1100312,30,2382,1,
1100312,2382,30,0,
1358792,16,777,1,
1358792,777,16,0,
1100311,6,2380,1,
1100311,2380,6,0,
1364925,5529,1501,1,
1364925,1501,5529,0,
1360318,2384,15,1,
1360318,15,2384,0,
1169556,11,5164,1,
1169556,5164,11,0,
1100310,26,8,1,
1100310,8,26,0,
1100309,7,2379,1,
1100309,2379,7,0,
1169554,2386,5530,1,
1169554,5530,2386,0,
1352903,10,13,1,
1352903,13,10,0,
1366278,1118,1112,1,
1366278,1112,1118,0,
1323276,1115,775,1,
1323276,775,1115,0,
1218569,23,20,1,
1218569,20,23,0,
1218566,1548,1567,1,
1218566,1567,1548,0,
1376809,1531,1512,1,
1376809,1512,1531,0,
1367920,5,1532,1,
1367920,1532,5,0,
1218562,22,1561,1,
1218562,1561,22,0,
1218563,1568,1569,1,
1218563,1569,1568,0,
1218565,17,1570,1,
1218565,1570,17,0,
1218568,12,1571,1,
1218568,1571,12,0,
1352902,31,1516,1,
1352902,1516,31,0,
1366277,3,770,1,
1366277,770,3,0,
1323272,1,767,1,
1323272,767,1,0,
1323271,1101,1090,1,
1323271,1090,1101,0,
1339003,1107,1108,1,
1339003,1108,1107,0,
1377654,27,9,1,
1377654,9,27,0,
1377653,25,2,1,
1377653,2,25,0,
1169548,5528,11,1,
1169548,11,5528,0,
1169547,8167,2386,1,
1169547,2386,8167,0,
1358791,16,15,1,
1358791,15,16,0,
1364922,5529,772,1,
1364922,772,5529,0,
1360317,2384,777,1,
1360317,777,2384,0,
1323268,775,774,1,
1323268,774,775,0,
1366275,1099,1118,1,
1366275,1118,1099,0,
1323267,1110,10,1,
1323267,10,1110,0,
1323265,1113,1115,1,
1323265,1115,1113,0,
1169541,5530,5540,1,
1169541,5540,5530,0,
1100306,8,30,1,
1100306,30,8,0,
1352901,31,28,1,
1352901,28,31,0,
1323264,770,1109,1,
1323264,1109,770,0,
1366274,1093,3,1,
1366274,3,1093,0,
1323262,1105,1,1,
1323262,1,1105,0,
1339002,1108,18,1,
1339002,18,1108,0,
1364751,776,13,1,
1364751,13,776,0,
1366273,1090,768,1,
1366273,768,1090,0,
1376412,1531,1489,1,
1376412,1489,1531,0,
1339898,769,5,1,
1339898,5,769,0,
1100305,2383,26,1,
1100305,26,2383,0,
1100304,2380,7,1,
1100304,7,2380,0,
1100303,2382,6,1,
1100303,6,2382,0,
1366137,9,2,1,
1366137,2,9,0,
1218554,1569,22,1,
1218554,22,1569,0,
1218557,1567,17,1,
1218557,17,1567,0,
1218553,1563,1568,1,
1218553,1568,1563,0,
1218556,1552,1548,1,
1218556,1548,1552,0,
1218559,1547,23,1,
1218559,23,1547,0,
1218560,20,12,1,
1218560,12,20,0,
1366136,25,27,1,
1366136,27,25,0,
1375272,1538,1533,1,
1375272,1533,1538,0,
1100300,8,2380,1,
1100300,2380,8,0,
1100301,26,6,1,
1100301,6,26,0,
1100302,2383,2382,1,
1100302,2382,2383,0,
1125994,31,1489,1,
1125994,1489,31,0,
1100298,2381,7,1,
1100298,7,2381,0,
1323255,1116,1090,1,
1323255,1090,1116,0,
1323259,1093,770,1,
1323259,770,1093,0,
1338605,15,1102,1,
1338605,1102,15,0,
1218548,1562,1567,1,
1218548,1567,1562,0,
1335518,5,771,1,
1335518,771,5,0,
1125987,1516,1531,1,
1125987,1531,1516,0,
1218543,22,1568,1,
1218543,1568,22,0,
1218545,1554,1569,1,
1218545,1569,1554,0,
1218546,17,1548,1,
1218546,1548,17,0,
1218551,1566,20,1,
1218551,20,1566,0,
1218549,12,23,1,
1218549,23,12,0,
1323254,10,1092,1,
1323254,1092,10,0,
1323251,1113,1106,1,
1323251,1106,1113,0,
1364767,16,11,1,
1364767,11,16,0,
1316550,27,21,1,
1316550,21,27,0,
1316546,9,1118,1,
1316546,1118,9,0,
1316552,25,768,1,
1316552,768,25,0,
1316548,2,3,1,
1316548,3,2,0,
1316556,1,772,1,
1316556,772,1,0,
1316560,1108,1117,1,
1316560,1117,1108,0,
1316554,769,777,1,
1316554,777,769,0,
1316558,14,775,1,
1316558,775,14,0,
1364768,5529,2384,1,
1364768,2384,5529,0,
1323248,770,1098,1,
1323248,1098,770,0,
1323244,1114,1090,1,
1323244,1090,1114,0,
1334649,1102,5,1,
1334649,5,1102,0,
1100297,7,26,1,
1100297,26,7,0,
1125968,1505,31,1,
1125968,31,1505,0,
1100293,2382,2379,1,
1100293,2379,2382,0,
1348098,771,15,1,
1348098,15,771,0,
1323240,774,1113,1,
1323240,1113,774,0,
1323242,10,778,1,
1323242,778,10,0,
1316376,5529,16,1,
1316376,16,5529,0,
1100295,6,8,1,
1100295,8,6,0,
1100294,2380,2383,1,
1100294,2383,2380,0,
1316375,2384,11,1,
1316375,11,2384,0,
1316549,21,27,1,
1316549,27,21,0,
1316551,768,25,1,
1316551,25,768,0,
1316555,772,1,1,
1316555,1,772,0,
1316559,1117,1108,1,
1316559,1108,1117,0,
1316545,1118,9,1,
1316545,9,1118,0,
1316547,3,2,1,
1316547,2,3,0,
1316557,775,14,1,
1316557,14,775,0,
1218535,1569,1561,1,
1218535,1561,1569,0,
1218540,23,1566,1,
1218540,1566,23,0,
1218537,1548,1562,1,
1218537,1562,1548,0,
1218538,1567,1570,1,
1218538,1570,1567,0,
1316553,777,769,1,
1316553,769,777,0,
1218536,22,1563,1,
1218536,1563,22,0,
1218534,1568,1554,1,
1218534,1554,1568,0,
1218539,17,1552,1,
1218539,1552,17,0,
1218542,12,1547,1,
1218542,1547,12,0,
1218541,20,1571,1,
1218541,1571,20,0,
1335517,2383,11,1,
1335517,11,2383,0,
1332405,2384,29,1,
1332405,29,2384,0,
1332404,2384,2379,1,
1332404,2379,2384,0,
1312101,16,4672,1,
1312101,4672,16,0,
1100292,6,7,1,
1100292,7,6,0,
1312099,5529,8171,1,
1312099,8171,5529,0,
1100290,26,30,1,
1100290,30,26,0,
1100289,8,2382,1,
1100289,2382,8,0,
1100288,2381,2380,1,
1100288,2380,2381,0,
1172985,1113,1118,1,
1172985,1118,1113,0,
1172936,770,1104,1,
1172936,1104,770,0,
1172937,1109,777,1,
1172937,777,1109,0,
1172986,769,25,1,
1172986,25,769,0,
1173028,5,1096,1,
1173028,1096,5,0,
1218530,1570,1548,1,
1218530,1548,1570,0,
1218532,1547,20,1,
1218532,20,1547,0,
1218529,1552,1567,1,
1218529,1567,1552,0,
1218526,1563,1569,1,
1218526,1569,1563,0,
1218525,1554,22,1,
1218525,22,1554,0,
1218528,1562,17,1,
1218528,17,1562,0,
1218527,1561,1568,1,
1218527,1568,1561,0,
1218533,1571,23,1,
1218533,23,1571,0,
1218531,1566,12,1,
1218531,12,1566,0,
1312103,11,29,1,
1312103,29,11,0,
1312105,2384,2385,1,
1312105,2385,2384,0,
1201323,2386,5539,1,
1201323,5539,2386,0,
1201321,5530,5540,1,
1201321,5540,5530,0,
1172981,3,27,1,
1172981,27,3,0,
1172982,24,1108,1,
1172982,1108,24,0,
1172984,9,15,1,
1172984,15,9,0,
1172980,768,2,1,
1172980,2,768,0,
1172979,1116,1,1,
1172979,1,1116,0,
1172931,10,776,1,
1172931,776,10,0,
1172933,775,1091,1,
1172933,1091,775,0,
1172934,1090,1095,1,
1172934,1095,1090,0,
1173021,5,773,1,
1173021,773,5,0,
1172977,25,1113,1,
1172977,1113,25,0,
1172930,778,770,1,
1172930,770,778,0,
1172978,1118,769,1,
1172978,769,1118,0,
1172929,777,767,1,
1172929,767,777,0,
1312100,4672,16,1,
1312100,16,4672,0,
1100284,7,8,1,
1100284,8,7,0,
1312098,8171,5529,1,
1312098,5529,8171,0,
1201314,10984,5530,1,
1201314,5530,10984,0,
1201316,10985,2386,1,
1201316,2386,10985,0,
1172976,15,14,1,
1172976,14,15,0,
1172975,21,9,1,
1172975,9,21,0,
1172973,27,24,1,
1172973,24,27,0,
1172974,1108,3,1,
1172974,3,1108,0,
1218523,1571,12,1,
1218523,12,1571,0,
1312102,29,11,1,
1312102,11,29,0,
1312104,2385,2384,1,
1312104,2384,2385,0,
1100286,2382,2381,1,
1100286,2381,2382,0,
1100283,2380,26,1,
1100283,26,2380,0,
1100285,2379,6,1,
1100285,6,2379,0,
1172972,2,1116,1,
