fixture_id,team_id,opp_id,is_home,xg
1012342,8,12,0,
1012341,20,2382,1,
1012341,2382,20,0,
1012340,2383,2380,1,
1012340,2380,2383,0,
856821,2384,5159,1,
856821,5159,2384,0,
856820,16,2385,1,
856820,2385,16,0,
1013397,4,1567,1,
1013397,1567,4,0,
1012335,4673,1566,1,
1012335,1566,4673,0,
1012334,31,6,1,
1012334,6,31,0,
856862,8170,2386,1,
856862,2386,8170,0,
1012333,25,30,1,
1012333,30,25,0,
856817,5533,2384,1,
856817,2384,5533,0,
1012330,23,2379,1,
1012330,2379,23,0,
1012329,1568,2381,1,
1012329,2381,1568,0,
1012328,17,8,1,
1012328,8,17,0,
1012327,12,7,1,
1012327,7,12,0,
1012326,20,2382,1,
1012326,2382,20,0,
856816,8171,16,1,
856816,16,8171,0,
1012323,26,11,1,
1012323,11,26,0,
1014777,22,4,1,
1014777,4,22,0,
1012325,4673,1566,1,
1012325,1566,4673,0,
984803,2384,8,1,
984803,8,2384,0,
984801,2384,14,1,
984801,14,2384,0,
984800,5,18,1,
984800,18,5,0,
984798,5,1099,1,
984798,1099,5,0,
979139,26,2,1,
979139,2,26,0,
979138,3,31,1,
979138,31,3,0,
978488,2,31,1,
978488,31,2,0,
978279,26,3,1,
978279,3,26,0,
978036,10,2,1,
978036,2,10,0,
978088,31,27,1,
978088,27,31,0,
977794,1118,26,1,
977794,26,1118,0,
978072,3,6,1,
978072,6,3,0,
977706,27,15,1,
977706,15,27,0,
977345,31,9,1,
977345,9,31,0,
977705,6,17,1,
977705,17,6,0,
977344,12,3,1,
977344,3,12,0,
976534,10,13,1,
976534,13,10,0,
976643,2,24,1,
976643,24,2,0,
976642,26,20,1,
976642,20,26,0,
976533,1118,2384,1,
976533,2384,1118,0,
855772,14,15,1,
855772,15,14,0,
855771,1530,6,1,
855771,6,1530,0,
855769,17,27,1,
855769,27,17,0,
855770,1504,7,1,
855770,7,1504,0,
871855,29,25,1,
871855,25,29,0,
855768,12,9,1,
855768,9,12,0,
855766,3,1,1,
855766,1,3,0,
855767,5529,31,1,
855767,31,5529,0,
855764,24,26,1,
855764,26,24,0,
855765,23,16,1,
855765,16,23,0,
855763,28,2,1,
855763,2,28,0,
871854,20,21,1,
871854,21,20,0,
866683,767,10,1,
866683,10,767,0,
855762,22,2384,1,
855762,2384,22,0,
855761,2382,13,1,
855761,13,2382,0,
855760,1118,1569,1,
855760,1569,1118,0,
855759,27,7,1,
855759,7,27,0,
855758,6,15,1,
855758,15,6,0,
855757,17,1504,1,
855757,1504,17,0,
855755,9,25,1,
855755,25,9,0,
855754,3,5529,1,
855754,5529,3,0,
855753,1,31,1,
855753,31,1,0,
871853,12,29,1,
871853,29,12,0,
855752,26,16,1,
855752,16,26,0,
855751,2,21,1,
855751,21,2,0,
855750,24,23,1,
855750,23,24,0,
871852,28,20,1,
871852,20,28,0,
855749,10,2384,1,
855749,2384,10,0,
855748,1118,2382,1,
855748,2382,1118,0,
855747,1569,13,1,
855747,13,1569,0,
866682,767,22,1,
866682,22,767,0,
855746,6,14,1,
855746,14,6,0,
855745,27,1504,1,
855745,1504,27,0,
855744,7,17,1,
855744,17,7,0,
855743,15,1530,1,
855743,1530,15,0,
855742,1,5529,1,
855742,5529,1,0,
871851,9,29,1,
871851,29,9,0,
855741,25,12,1,
855741,12,25,0,
855740,31,3,1,
855740,3,31,0,
871850,2,20,1,
871850,20,2,0,
855739,16,24,1,
855739,24,16,0,
855738,21,28,1,
855738,28,21,0,
855737,26,23,1,
855737,23,26,0,
866681,2384,767,1,
866681,767,2384,0,
855734,13,1118,1,
855734,1118,13,0,
855735,10,22,1,
855735,22,10,0,
962102,775,768,1,
962102,768,775,0,
855736,1569,2382,1,
855736,2382,1569,0,
962414,1090,1099,1,
962414,1099,1090,0,
971148,1531,1529,1,
971148,1529,1531,0,
971942,1568,4,1,
971942,4,1568,0,
967579,8,2380,1,
967579,2380,8,0,
969023,5,1532,1,
969023,1532,5,0,
965502,777,770,1,
965502,770,777,0,
965548,1530,11,1,
965548,11,1530,0,
962524,776,1090,1,
962524,1090,776,0,
959634,27,19,1,
959634,19,27,0,
970751,31,1104,1,
970751,1104,31,0,
962101,1548,9,1,
962101,9,1548,0,
959633,12,5529,1,
959633,5529,12,0,
942162,1504,15,1,
942162,15,1504,0,
965673,30,2380,1,
965673,2380,30,0,
942161,16,5,1,
942161,5,16,0,
965672,777,1108,1,
965672,1108,777,0,
961506,1552,25,1,
961506,25,1552,0,
962098,1110,775,1,
962098,775,1110,0,
958853,770,1098,1,
958853,1098,770,0,
959546,1563,26,1,
959546,26,1563,0,
965675,1568,1095,1,
965675,1095,1568,0,
863678,23,3,1,
863678,3,23,0,
965470,2382,1567,1,
965470,1567,2382,0,
967962,1547,5529,1,
967962,5529,1547,0,
968264,17,18,1,
968264,18,17,0,
968263,22,5164,1,
968263,5164,22,0,
942159,16,1567,1,
942159,1567,16,0,
942151,16,8,1,
942151,8,16,0,
948279,26,2385,1,
948279,2385,26,0,
854671,1090,14,1,
854671,14,1090,0,
854624,15,770,1,
854624,770,15,0,
854623,27,9,1,
854623,9,27,0,
854666,772,1108,1,
854666,1108,772,0,
854672,5,1091,1,
854672,1091,5,0,
944080,6,28,1,
944080,28,6,0,
942155,23,2384,1,
942155,2384,23,0,
942152,5529,7,1,
942152,7,5529,0,
942157,12,2382,1,
942157,2382,12,0,
854668,774,1113,1,
854668,1113,774,0,
854621,10,25,1,
854621,25,10,0,
854618,21,2,1,
854618,2,21,0,
854619,1118,1,1,
854619,1,1118,0,
854715,1098,777,1,
854715,777,1098,0,
854617,775,3,1,
854617,3,775,0,
854658,1108,776,1,
854658,776,1108,0,
854616,9,15,1,
854616,15,9,0,
854664,14,5,1,
854664,5,14,0,
854615,770,27,1,
854615,27,770,0,
854662,1091,1090,1,
854662,1090,1091,0,
854613,25,769,1,
854613,769,25,0,
854614,768,10,1,
854614,10,768,0,
854659,1113,1109,1,
854659,1109,1113,0,
854609,3,21,1,
854609,21,3,0,
854707,777,1102,1,
854707,1102,777,0,
854612,24,1118,1,
854612,1118,24,0,
854611,1,767,1,
854611,767,1,0,
854610,2,775,1,
854610,775,2,0,
854638,1108,772,1,
854638,772,1108,0,
