tag,season,group,fixture_id,date,home,away,scenario_home,scenario_away,mult_home,mult_away,nontrivial,result_1x2,gh,ga,l3_home,l3_draw,l3_away,l3_xg_home,l3_xg_away,l3_over25,ctx_home,ctx_draw,ctx_away,ctx_xg_home,ctx_xg_away,ctx_over25
GoldCup,2025,GoldCup2025#G0,1371374,2025-06-23,Mexico,Costa Rica,intrascendente,intrascendente,0.9,0.9,1,D,0.0,0.0,0.4513,0.2767,0.2721,1.528,1.131,0.4961,0.4383,0.2955,0.2662,1.375,1.018,0.4283
GoldCup,2025,GoldCup2025#G0,1371375,2025-06-23,Dominican Republic,Suriname,tercero_en_disputa,eliminado,1.0,0.95,1,D,0.0,0.0,0.3579,0.302,0.3401,1.348,1.31,0.4961,0.36,0.3018,0.3382,1.348,1.244,0.4798
GoldCup,2025,GoldCup2025#G1,1371372,2025-06-22,Saudi Arabia,Trinidad and Tobago,le_vale_empate,debe_ganar,0.97,1.08,1,D,1.0,1.0,0.6175,0.2168,0.1657,1.938,0.72,0.4961,0.583,0.255,0.1619,1.88,0.778,0.496
GoldCup,2025,GoldCup2025#G1,1371373,2025-06-22,USA,Haiti,ya_clasificado,tercero_en_disputa,0.92,1.0,1,H,2.0,1.0,0.5223,0.2526,0.2251,1.656,1.002,0.4961,0.4398,0.2981,0.2622,1.524,1.002,0.4628
GoldCup,2025,GoldCup2025#G2,1371377,2025-06-24,Panama,Jamaica,le_vale_empate,tercero_en_disputa,0.97,1.0,1,H,4.0,1.0,0.4525,0.2762,0.2713,1.589,1.069,0.4961,0.4519,0.2766,0.2716,1.541,1.069,0.4843
GoldCup,2025,GoldCup2025#G2,1371376,2025-06-24,Guadeloupe,Guatemala,debe_ganar,le_vale_empate,1.08,0.97,1,A,2.0,3.0,0.2623,0.2413,0.4964,1.023,1.635,0.4961,0.2835,0.2757,0.4409,1.105,1.586,0.5042
GoldCup,2025,GoldCup2025#G3,1371379,2025-06-25,Honduras,Curaçao,le_vale_empate,tercero_en_disputa,0.97,1.0,1,H,2.0,1.0,0.3105,0.2807,0.4088,1.157,1.502,0.4961,0.2956,0.2925,0.4119,1.122,1.502,0.4875
GoldCup,2025,GoldCup2025#G3,1371378,2025-06-25,Canada,El Salvador,le_vale_empate,debe_ganar,0.97,1.08,1,H,2.0,0.0,0.6681,0.1963,0.1356,2.021,0.637,0.4961,0.6317,0.2047,0.1636,1.96,0.688,0.4937
GulfCup,2019,GulfCup2019#G0,291264,2019-12-02,Yemen,Iraq,debe_ganar,le_vale_empate,1.08,0.97,1,D,0.0,0.0,0.0603,0.1153,0.8244,0.223,2.436,0.4961,0.0632,0.1142,0.8226,0.241,2.362,0.4824
GulfCup,2019,GulfCup2019#G0,291263,2019-12-02,Qatar,United Arab Emirates,le_vale_empate,tercero_en_disputa,0.97,1.0,1,H,4.0,2.0,0.4958,0.2395,0.2647,1.623,1.035,0.4961,0.453,0.2767,0.2702,1.575,1.035,0.484
GulfCup,2019,GulfCup2019#G1,291265,2019-12-02,Oman,Saudi Arabia,le_vale_empate,tercero_en_disputa,0.97,1.0,1,A,1.0,3.0,0.3566,0.302,0.3414,1.343,1.316,0.4961,0.3519,0.3022,0.3459,1.302,1.316,0.4861
GulfCup,2019,GulfCup2019#G1,291266,2019-12-02,Kuwait,Bahrain,le_vale_empate,debe_ganar,0.97,1.08,1,A,2.0,4.0,0.2855,0.2765,0.438,1.097,1.562,0.4961,0.2608,0.2469,0.4923,1.064,1.686,0.5186
GulfCup,2023,GulfCup2023#G0,970829,2023-01-12,Saudi Arabia,Oman,tercero_en_disputa,le_vale_empate,1.0,0.97,1,A,1.0,2.0,0.3459,0.3015,0.3526,1.295,1.363,0.4961,0.3503,0.3021,0.3476,1.295,1.323,0.486
GulfCup,2023,GulfCup2023#G0,970828,2023-01-12,Iraq,Yemen,le_vale_empate,eliminado,0.97,0.95,1,H,5.0,0.0,0.7975,0.1238,0.0786,2.304,0.354,0.4961,0.7942,0.1272,0.0786,2.235,0.336,0.4744
GulfCup,2023,GulfCup2023#G1,970831,2023-01-13,Bahrain,Kuwait,le_vale_empate,tercero_en_disputa,0.97,1.0,1,D,1.0,1.0,0.5804,0.2517,0.1678,1.834,0.824,0.4961,0.5699,0.2496,0.1805,1.779,0.824,0.4824
GulfCup,2023,GulfCup2023#G1,970830,2023-01-13,Qatar,United Arab Emirates,le_vale_empate,debe_ganar,0.97,1.08,1,D,1.0,1.0,0.3719,0.3086,0.3195,1.423,1.236,0.4961,0.3577,0.303,0.3392,1.38,1.335,0.5099
GulfCup,2024,GulfCup2024#G0,1315400,2024-12-27,United Arab Emirates,Oman,debe_ganar,le_vale_empate,1.08,0.97,1,D,1.0,1.0,0.4106,0.3071,0.2822,1.469,1.189,0.4961,0.4519,0.2759,0.2723,1.587,1.153,0.5162
GulfCup,2024,GulfCup2024#G0,1315399,2024-12-27,Kuwait,Qatar,le_vale_empate,tercero_en_disputa,0.97,1.0,1,D,1.0,1.0,0.1829,0.2549,0.5622,0.8,1.858,0.4961,0.1754,0.2564,0.5682,0.776,1.858,0.4902
GulfCup,2024,GulfCup2024#G1,1315402,2024-12-28,Bahrain,Yemen,le_vale_empate,debe_ganar,0.97,1.08,1,A,1.0,2.0,0.683,0.1904,0.1266,2.031,0.627,0.4961,0.6372,0.1999,0.1629,1.97,0.677,0.4935
GulfCup,2024,GulfCup2024#G1,1315401,2024-12-28,Iraq,Saudi Arabia,tercero_en_disputa,le_vale_empate,1.0,0.97,1,A,1.0,3.0,0.3861,0.3037,0.3103,1.435,1.224,0.4961,0.4,0.3071,0.2929,1.435,1.187,0.487
WC,2018,WC2018#G0,135809,2018-06-25,Uruguay,Russia,intrascendente,intrascendente,0.9,0.9,1,H,3.0,0.0,0.2241,0.2511,0.5248,0.944,1.715,0.4961,0.2198,0.2824,0.4978,0.849,1.543,0.4283
WC,2018,WC2018#G0,135810,2018-06-25,Saudi Arabia,Egypt,eliminado,tercero_en_disputa,0.95,1.0,1,H,2.0,1.0,0.3432,0.3011,0.3557,1.282,1.376,0.4961,0.3354,0.3018,0.3628,1.218,1.376,0.4801
WC,2018,WC2018#G1,135812,2018-06-25,Spain,Morocco,le_vale_empate,eliminado,0.97,0.95,1,D,2.0,2.0,0.6191,0.2154,0.1655,1.941,0.717,0.4961,0.5985,0.2405,0.161,1.883,0.681,0.4726
WC,2018,WC2018#G1,135811,2018-06-25,Iran,Portugal,tercero_en_disputa,le_vale_empate,1.0,0.97,1,D,1.0,1.0,0.2707,0.2756,0.4537,1.056,1.603,0.4961,0.2778,0.2772,0.445,1.056,1.554,0.4842
WC,2018,WC2018#G2,135814,2018-06-26,Australia,Peru,tercero_en_disputa,eliminado,1.0,0.95,1,A,0.0,2.0,0.3397,0.3006,0.3598,1.266,1.393,0.4961,0.3467,0.3023,0.351,1.266,1.323,0.4787
WC,2018,WC2018#G2,135813,2018-06-26,Denmark,France,le_vale_empate,ya_clasificado,0.97,0.92,1,D,0.0,0.0,0.3292,0.3071,0.3638,1.233,1.425,0.4961,0.3397,0.3027,0.3576,1.196,1.311,0.4581
WC,2018,WC2018#G3,135816,2018-06-26,Iceland,Croatia,tercero_en_disputa,ya_clasificado,1.0,0.92,1,A,1.0,2.0,0.046,0.1122,0.8418,0.198,2.46,0.4961,0.0631,0.1129,0.824,0.198,2.264,0.4463
WC,2018,WC2018#G3,135815,2018-06-26,Nigeria,Argentina,le_vale_empate,debe_ganar,0.97,1.08,1,A,1.0,2.0,0.3702,0.3071,0.3227,1.421,1.238,0.4961,0.3575,0.3029,0.3396,1.378,1.337,0.51
WC,2018,WC2018#G4,135819,2018-06-27,Serbia,Brazil,tercero_en_disputa,le_vale_empate,1.0,0.97,1,A,0.0,2.0,0.0665,0.1857,0.7478,0.481,2.178,0.4961,0.0717,0.1917,0.7366,0.481,2.112,0.4798
WC,2018,WC2018#G4,135820,2018-06-27,Switzerland,Costa Rica,le_vale_empate,eliminado,0.97,0.95,1,D,2.0,2.0,0.6879,0.1891,0.123,2.04,0.619,0.4961,0.6834,0.1957,0.1209,1.978,0.588,0.4731
WC,2018,WC2018#G5,135818,2018-06-27,Mexico,Sweden,le_vale_empate,le_vale_empate,0.97,0.97,1,A,0.0,3.0,0.4375,0.2874,0.2751,1.491,1.167,0.4961,0.4267,0.3002,0.2731,1.447,1.132,0.4762
WC,2018,WC2018#G5,135817,2018-06-27,South Korea,Germany,debe_ganar,tercero_en_disputa,1.08,1.0,1,H,2.0,0.0,0.14,0.1865,0.6735,0.604,2.054,0.4961,0.1597,0.1874,0.653,0.653,2.054,0.508
WC,2018,WC2018#G6,135824,2018-06-28,Panama,Tunisia,eliminado,tercero_en_disputa,0.95,1.0,1,A,1.0,2.0,0.0906,0.1884,0.721,0.555,2.103,0.4961,0.0795,0.1909,0.7296,0.528,2.103,0.4892
WC,2018,WC2018#G6,135823,2018-06-28,England,Belgium,intrascendente,intrascendente,0.9,0.9,1,A,0.0,1.0,0.1539,0.2181,0.628,0.73,1.928,0.4961,0.1606,0.2558,0.5836,0.657,1.736,0.4283
WC,2018,WC2018#G7,135821,2018-06-28,Japan,Poland,le_vale_empate,eliminado,0.97,0.95,1,A,0.0,1.0,0.5875,0.2497,0.1628,1.894,0.764,0.4961,0.5852,0.2524,0.1624,1.837,0.726,0.4723
WC,2018,WC2018#G7,135822,2018-06-28,Senegal,Colombia,le_vale_empate,tercero_en_disputa,0.97,1.0,1,A,0.0,1.0,0.3353,0.3005,0.3643,1.246,1.412,0.4961,0.3305,0.3013,0.3682,1.209,1.412,0.4868
WC,2022,WC2022#G0,855760,2022-11-29,Netherlands,Qatar,le_vale_empate,eliminado,0.97,0.95,1,H,2.0,0.0,0.7723,0.1408,0.0868,2.243,0.416,0.4961,0.7567,0.1567,0.0865,2.175,0.395,0.4741
WC,2022,WC2022#G0,855761,2022-11-29,Ecuador,Senegal,le_vale_empate,tercero_en_disputa,0.97,1.0,1,A,1.0,2.0,0.3603,0.3013,0.3385,1.38,1.279,0.4961,0.3589,0.302,0.3391,1.338,1.279,0.4858
WC,2022,WC2022#G1,855762,2022-11-29,Iran,USA,le_vale_empate,tercero_en_disputa,0.97,1.0,1,A,0.0,1.0,0.2989,0.2766,0.4245,1.133,1.526,0.4961,0.2916,0.2772,0.4312,1.099,1.526,0.4877
WC,2022,WC2022#G1,866683,2022-11-29,Wales,England,debe_ganar,le_vale_empate,1.08,0.97,1,A,0.0,3.0,0.0631,0.115,0.8219,0.249,2.409,0.4961,0.0635,0.1131,0.8234,0.269,2.337,0.4831
WC,2022,WC2022#G2,855765,2022-11-30,Saudi Arabia,Mexico,tercero_en_disputa,debe_ganar,1.0,1.08,1,A,1.0,2.0,0.2775,0.2761,0.4464,1.075,1.583,0.4961,0.2593,0.2483,0.4925,1.075,1.71,0.527
WC,2022,WC2022#G2,855764,2022-11-30,Poland,Argentina,le_vale_empate,le_vale_empate,0.97,0.97,1,A,0.0,2.0,0.1555,0.2102,0.6343,0.709,1.949,0.4961,0.1509,0.2359,0.6131,0.688,1.891,0.4762
WC,2022,WC2022#G3,871854,2022-11-30,Australia,Denmark,le_vale_empate,tercero_en_disputa,0.97,1.0,1,H,1.0,0.0,0.2031,0.2518,0.545,0.902,1.757,0.4961,0.1979,0.2521,0.55,0.875,1.757,0.4894
WC,2022,WC2022#G3,855763,2022-11-30,Tunisia,France,debe_ganar,ya_clasificado,1.08,0.92,1,H,1.0,0.0,0.0608,0.1568,0.7824,0.44,2.218,0.4961,0.0753,0.1887,0.736,0.476,2.04,0.4603
WC,2022,WC2022#G4,855766,2022-12-01,Croatia,Belgium,le_vale_empate,tercero_en_disputa,0.97,1.0,1,D,0.0,0.0,0.3185,0.3102,0.3713,1.198,1.461,0.4961,0.3112,0.3083,0.3805,1.162,1.461,0.4872
WC,2022,WC2022#G4,855767,2022-12-01,Canada,Morocco,eliminado,le_vale_empate,0.95,0.97,1,A,1.0,2.0,0.1988,0.2487,0.5525,0.843,1.816,0.4961,0.198,0.2516,0.5504,0.8,1.761,0.4719
WC,2022,WC2022#G5,855768,2022-12-01,Japan,Spain,le_vale_empate,le_vale_empate,0.97,0.97,1,H,2.0,1.0,0.0866,0.1897,0.7238,0.548,2.11,0.4961,0.0902,0.1869,0.723,0.532,2.047,0.4762
WC,2022,WC2022#G5,871855,2022-12-01,Costa Rica,Germany,tercero_en_disputa,debe_ganar,1.0,1.08,1,A,2.0,4.0,0.1667,0.2519,0.5814,0.767,1.891,0.4961,0.1573,0.1961,0.6466,0.767,2.043,0.5329
WC,2022,WC2022#G6,855771,2022-12-02,Cameroon,Brazil,tercero_en_disputa,ya_clasificado,1.0,0.92,1,H,1.0,0.0,0.0295,0.1082,0.8623,0.05,2.766,0.5344,0.0295,0.1082,0.8623,0.05,2.545,0.4803
WC,2022,WC2022#G6,855772,2022-12-02,Serbia,Switzerland,debe_ganar,le_vale_empate,1.08,0.97,1,A,2.0,3.0,0.3437,0.3012,0.3551,1.285,1.374,0.4961,0.3606,0.2984,0.3409,1.388,1.332,0.5113
WC,2022,WC2022#G7,855769,2022-12-02,South Korea,Portugal,tercero_en_disputa,ya_clasificado,1.0,0.92,1,H,2.0,1.0,0.0696,0.1858,0.7446,0.491,2.167,0.4961,0.0814,0.1891,0.7295,0.491,1.994,0.4523
WC,2022,WC2022#G7,855770,2022-12-02,Ghana,Uruguay,le_vale_empate,debe_ganar,0.97,1.08,1,A,0.0,2.0,0.1981,0.2512,0.5507,0.877,1.782,0.4961,0.1876,0.2508,0.5615,0.85,1.924,0.5245
